时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1755762754.7,0.0,1251.9062,0.0,0.0,0,0
1755762755.2,0.963,2791.8125,0.0,0.1172,0,8
1755762755.7,0.993,2996.3164,0.0,0.0,0,0
1755762756.2,0.359,2649.9805,0.0,0.0,0,0
1755762756.7,0.556,2656.9062,0.0,44.8164,0,128
1755762757.2,0.682,2663.3008,0.0,0.0078,0,1
1755762757.7,0.132,2636.9648,0.0,0.0,0,0
1755762758.2,0.13,2639.4258,0.0,0.0,0,0
1755762758.8,0.132,2639.918,0.0,0.0,0,0
1755762759.3,0.146,2640.5156,0.0,0.082,0,2
1755762759.8,0.256,2640.5859,0.0,0.082,3,2
1755762760.3,0.254,2640.5703,0.0,0.3438,0,28
1755762760.8,0.212,2640.5234,0.0,0.0,0,0
1755762761.3,0.142,2339.082,0.0,0.0,0,0
1755762761.8,0.117,2472.543,0.0,108.3125,0,374
1755762762.3,0.18,1938.6992,0.0,55.2305,0,186
1755762762.8,0.146,1939.918,0.0,34.7031,0,104
1755762763.3,0.548,2231.8984,0.0,132.2578,0,523
1755762763.8,0.985,2890.4453,0.0,0.0,0,0
1755762764.3,0.772,2609.8281,0.0,0.0,0,0
1755762764.8,0.217,2640.043,0.0,39.3203,0,126
1755762765.3,0.975,2613.2148,0.0,5.3828,0,20
1755762765.8,0.231,2613.7031,0.0,0.0078,0,2
1755762766.3,0.127,2588.1094,0.0,0.0,0,0
1755762766.8,0.13,2588.1094,0.0,0.0,0,0
1755762767.3,0.132,2589.332,0.0,0.0,0,0
1755762767.8,0.213,2590.0703,0.0,0.0,0,0
1755762768.3,0.259,2592.0078,0.0,0.0,0,0
1755762768.8,0.262,2430.3203,0.0,0.0,0,0
1755762769.3,0.138,2431.3008,0.0,0.0,0,0
1755762769.8,0.139,2535.9141,0.0,0.0,3,0
1755762770.3,0.163,1952.4688,0.0,163.8984,0,591
1755762770.8,0.127,1952.4062,0.0,0.0,0,0
1755762771.3,0.137,1266.832,0.0,167.957,0,629
1755762771.8,0.967,2788.3984,0.0,0.0,0,0
1755762772.3,0.988,2993.0586,0.0,0.0,0,0
1755762772.8,0.391,2633.5625,0.0,0.0,0,0
1755762773.3,0.542,2635.7344,0.0,43.8164,0,124
1755762773.8,0.692,2636.7188,0.0,0.0,0,0
1755762774.3,0.127,2610.8711,0.0,0.0,0,0
1755762774.8,0.125,2612.3398,0.0,0.1289,0,28
1755762775.3,0.134,2613.0508,0.0,0.0664,0,2
1755762775.8,0.256,2613.2969,0.0,0.0938,0,11
1755762776.3,0.255,2616.2461,0.0,0.0,0,0
1755762776.8,0.254,2448.8594,0.0,0.0,0,0
1755762777.3,0.219,2449.3867,0.0,0.0,0,0
1755762777.8,0.137,2154.2344,0.0,0.0,0,0
1755762778.3,0.118,2348.668,0.0,77.5312,0,166
1755762778.8,0.166,1941.1055,0.0,86.0156,0,395
1755762779.3,0.154,1933.1094,0.0,23.5625,0,75
1755762779.8,0.518,2146.3867,0.0,144.418,3,555
1755762780.3,0.983,2885.9727,0.0,0.3711,0,31
1755762780.8,0.77,2547.3477,0.0,0.0,0,0
1755762781.3,0.242,2598.4805,0.0,2.2461,0,11
1755762781.8,0.899,2601.4219,0.0,41.5703,0,123
1755762782.3,0.373,2602.6289,0.0,0.0,0,0
1755762782.8,0.132,2564.2383,0.0,0.0,0,0
1755762783.3,0.19,2564.2383,0.0,0.0,0,0
1755762783.8,0.254,2564.2383,0.0,0.1406,0,29
1755762784.3,0.252,2564.2344,0.0,0.0,0,0
1755762784.8,0.252,2564.2344,0.0,0.0,0,0
1755762785.3,0.254,2564.2344,0.0,0.3047,0,52
1755762785.8,0.127,2564.2266,0.0,0.0,0,0
1755762786.3,0.137,2602.6953,0.0,0.0,0,0
1755762786.8,0.163,1938.4922,0.0,163.6094,0,556
1755762787.3,0.13,1937.9297,0.0,0.0,0,0
1755762787.8,0.264,1491.5898,0.0,167.4609,0,626
1755762788.3,0.99,2793.6719,0.0,0.0039,0,1
1755762788.8,0.963,3017.5117,0.0,0.0039,0,1
1755762789.3,0.259,2583.9883,0.0,0.0,0,0
1755762789.8,0.726,2585.3516,0.0,43.8438,3,125
1755762790.3,0.49,2585.5938,0.0,0.3398,0,28
1755762790.8,0.127,2555.3242,0.0,0.0,0,0
1755762791.3,0.134,2555.5703,0.0,0.0,0,0
1755762791.8,0.125,2555.5664,0.0,0.0,0,0
1755762792.3,0.13,2556.5469,0.0,0.0,0,0
1755762792.8,0.127,2556.5469,0.0,0.0,0,0
1755762793.3,0.137,2268.6133,0.0,0.0,0,0
1755762793.8,0.127,2268.6133,0.0,0.0,0,0
1755762794.3,0.13,2464.2852,0.0,0.0,0,0
1755762794.8,0.154,1946.1406,0.0,163.5273,0,560
1755762795.3,0.13,1946.543,0.0,0.2617,0,26
1755762795.8,0.171,1304.0273,0.0,168.2109,0,629
1755762796.3,0.98,2794.3672,0.0,0.0,0,0
1755762796.8,0.993,3011.9062,0.0,0.0,0,0
1755762797.3,0.35,2639.3164,0.0,0.0,0,0
1755762797.8,0.583,2640.0039,0.0,44.1523,0,140
1755762798.3,0.638,2643.1758,0.0,0.0,0,0
1755762798.8,0.127,2616.5703,0.0,0.0,0,0
1755762799.3,0.13,2617.5508,0.0,0.0,3,0
1755762799.9,0.125,2617.5508,0.0,0.0,0,0
1755762800.4,0.16,2618.0234,0.0,0.4219,0,46
1755762800.9,0.252,2618.0234,0.0,0.0,0,0
1755762801.4,0.258,2440.2148,0.0,0.0,0,0
1755762801.9,0.198,2440.2148,0.0,0.0,0,0
1755762802.4,0.142,2236.3516,0.0,0.0,0,0
1755762802.9,0.119,2338.6055,0.0,121.1172,0,460
1755762803.4,0.182,1937.9102,0.0,42.4375,0,88
1755762803.9,0.136,1938.832,0.0,101.5547,0,306
1755762804.4,0.666,2722.5195,0.0,65.9141,0,326
1755762804.9,0.995,2919.6992,0.0,0.0,0,0
1755762805.4,0.671,2615.7656,0.0,0.1016,0,4
1755762805.9,0.326,2636.8672,0.0,43.5625,0,123
1755762806.4,0.928,2643.7578,0.0,0.0,0,0
1755762806.9,0.169,2619.6406,0.0,0.0,0,0
1755762807.4,0.142,2624.7344,0.0,0.0,0,0
1755762807.9,0.127,2626.4531,0.0,0.0,0,0
1755762808.4,0.137,2627.9297,0.0,0.0,0,0
1755762808.9,0.125,2627.9297,0.0,0.0938,0,7
1755762809.4,0.133,2628.668,0.0,0.0039,3,1
1755762809.9,0.134,2487.6445,0.0,0.0,0,0
1755762810.4,0.142,2045.332,0.0,0.332,0,28
1755762810.9,0.128,2344.4258,0.0,0.0625,0,2
1755762811.4,0.178,1957.2812,0.0,163.4883,0,559
