时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1744792256.664380279,.109,14237.7187,.1835,0,36,0
1744792257.193456385,.100,14242.9843,5.3164,0,855,0
1744792257.724893694,.100,14248.1835,5.2031,0,817,0
1744792258.255897256,.165,14252.6640,4.4687,0,618,0
1744792258.842195472,.409,14255.8437,3.1132,0,423,0
1744792259.373227082,.100,14261.0312,5.1796,0,803,0
1744792259.904128241,.106,14265.0312,4.1640,0,640,0
1744792260.434256950,.075,14273.7187,8.5078,0,980,0
1744792260.964446273,.150,14275.6679,1.9492,0,224,0
1744792261.495362765,.071,14284.6289,8.9726,0,1064,0
1744792262.026292755,.082,14292.8632,8.3281,0,994,0
1744792262.557628724,.094,14301.2343,8.3242,0,1135,0
1744792263.089378313,.095,14308.6445,7.2773,0,895,0
1744792263.620612179,.093,14317.3828,8.9414,0,1056,0
1744792264.153657308,.094,14325.0351,7.5625,0,908,0
1744792264.684307388,.127,14325.0351,0,0,0,0
1744792265.215046742,.127,14325.0351,0,0,0,0
1744792265.745162337,.126,14325.0351,0,0,0,0
1744792266.274752627,.127,14325.0000,0,0,0,0
1744792266.805248469,.126,14325.0000,0,0,0,0
1744792267.335850464,.126,14325.0000,0,0,0,0
1744792267.866797992,.126,14325.0000,0,.1367,0,35
1744792268.396329129,.676,14325.0000,0,0,0,0
1744792268.926827584,.316,14325.0000,0,0,0,0
1744792269.460429056,.375,14325.0000,0,0,0,0
1744792269.995626858,.382,14324.9960,0,0,0,0
1744792270.531404429,.150,14324.9960,0,0,0,0
1744792271.063397342,.126,14324.9960,0,0,0,0
1744792271.594314531,.125,14324.9960,0,0,0,0
1744792272.124168766,.127,14324.9960,0,0,0,0
1744792272.654054936,.126,14324.9960,0,0,0,0
1744792273.184222781,.127,14324.9960,0,.1718,0,44
1744792273.714214756,.125,14324.9960,0,0,0,0
1744792274.244510049,.126,14324.9960,0,0,0,0
1744792274.774876649,.126,14324.9960,0,0,0,0
1744792275.304703483,.235,14324.9960,0,0,0,0
1744792275.836487695,.216,14324.9960,0,0,0,0
1744792276.367317437,.126,14324.9960,0,0,0,0
1744792276.899157500,.126,14324.9960,0,0,0,0
1744792277.431764000,.126,14324.9960,0,0,0,0
1744792277.962947844,.126,14324.9960,0,0,0,0
1744792278.492913936,.125,14324.9960,0,0,0,0
1744792279.024081075,.126,14324.9960,0,0,0,0
1744792279.554580552,.126,14324.9960,0,0,0,0
1744792280.084600862,.126,14324.9960,0,.0312,0,5
1744792280.614670475,.126,14324.9960,0,0,0,0
1744792281.144811176,.126,14324.9960,0,0,0,0
1744792281.675315170,.126,14324.9960,0,0,0,0
1744792282.207100520,.198,14324.9960,0,0,0,0
1744792282.769340262,.190,14324.9960,0,0,0,0
1744792283.300867521,.128,14324.9960,0,.0351,0,4
1744792283.832032520,.128,14324.9960,0,0,0,0
1744792284.362591507,.127,14324.9960,0,0,0,0
1744792284.892783223,.127,14324.9960,0,0,0,0
1744792285.424171037,.127,14324.9960,0,0,0,0
1744792285.954768734,.128,14324.9960,0,0,0,0
1744792286.486499194,.126,14324.9960,0,0,0,0
1744792287.017396256,.417,14324.9960,0,0,0,0
