时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1744359242.134216188,.137,13648.6406,0,0,0,0
1744359242.662323627,.136,13648.6367,0,0,0,0
1744359243.190790078,.210,13623.6953,0,0,0,0
1744359243.718999011,.131,13623.6992,0,0,0,0
1744359244.247790176,.125,13623.6992,0,0,0,0
1744359244.776464524,.125,13623.6992,0,0,0,0
1744359245.306641393,.126,13623.6992,0,0,0,0
1744359245.836114386,.125,13623.6992,0,0,0,0
1744359246.364780103,.125,13623.6992,0,0,0,0
1744359246.893099237,.131,13623.8242,0,0,0,0
1744359247.419714182,.126,13623.7031,0,0,0,0
1744359247.947795569,.125,13623.7031,0,0,0,0
1744359248.476469292,.125,13623.7031,0,0,0,0
1744359249.005561659,.126,13623.7031,0,0,0,0
1744359249.535222779,.125,13623.7031,0,0,0,0
1744359250.063405948,.131,13623.7031,0,.0156,0,1
1744359250.593499439,.126,13623.7031,0,0,0,0
1744359251.122065916,.125,13623.7031,0,0,0,0
1744359251.651156495,.125,13623.7031,0,0,0,0
1744359252.180888376,.125,13623.7031,0,0,0,0
1744359252.710420923,.126,13623.7031,0,0,0,0
1744359253.238850348,.131,13623.7031,0,0,0,0
1744359253.767249463,.125,13623.7031,0,0,0,0
1744359254.295033309,.125,13623.7031,0,0,0,0
1744359254.823961007,.125,13623.7031,0,0,0,0
1744359255.351663694,.126,13623.7031,0,0,0,0
1744359255.881170039,.126,13623.7031,0,0,0,0
1744359256.410357576,.132,13623.7031,0,0,0,0
1744359256.940200088,.125,13623.7031,0,0,0,0
1744359257.468531568,.125,13623.7031,0,0,0,0
1744359257.997535372,.125,13623.7031,0,0,0,0
1744359258.527649817,.125,13623.7031,0,0,0,0
1744359259.056309579,.125,13623.7031,0,0,0,0
1744359259.585642394,.144,13623.7031,0,0,0,0
1744359260.115247451,.125,13623.7031,0,0,0,0
1744359260.643923237,.125,13623.7031,0,0,0,0
1744359261.172184321,.125,13623.7031,0,0,0,0
1744359261.699513286,.126,13623.7031,0,0,0,0
1744359262.228074848,.143,13623.7031,0,0,0,0
1744359262.755931866,.125,13623.7031,0,0,0,0
1744359263.284706877,.125,13623.7031,0,0,0,0
1744359263.815301953,.126,13623.7031,0,0,0,0
1744359264.345999914,.126,13623.7031,0,0,0,0
1744359264.875656623,.126,13623.7031,0,0,0,0
1744359265.405176479,.144,13623.7031,0,0,0,0
1744359265.935501727,.126,13623.7031,0,0,0,0
1744359266.463783183,.125,13623.7031,0,0,0,0
1744359266.993986809,.126,13623.7031,0,0,0,0
1744359267.526501967,.125,13623.7031,0,0,0,0
1744359268.055096706,.125,13623.7031,0,0,0,0
1744359268.593350992,.142,13623.7031,0,0,0,0
1744359269.121172046,.124,13623.7031,0,0,0,0
1744359269.649790238,.126,13623.7031,0,0,0,0
1744359270.178386817,.125,13623.7031,0,0,0,0
1744359270.706284532,.125,13623.7031,0,0,0,0
1744359271.234437983,.144,13623.7031,0,0,0,0
1744359271.763037464,.125,13623.7031,0,0,0,0
