时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1744379304.254590592,.133,10366.1210,0,0,0,0
1744379304.781491605,.125,10366.0625,0,0,0,0
1744379305.311754723,.124,10366.0625,0,0,0,0
1744379305.841876239,.125,10394.5625,0,0,0,0
1744379306.369461273,.125,10433.4375,0,0,0,0
1744379306.899019272,.124,10460.3125,0,0,0,0
1744379307.427916080,.124,10462.6875,.0859,0,7,0
1744379307.958813244,.124,10466.5625,.1796,0,12,0
1744379308.489165403,.125,10470.4375,.0625,0,5,0
1744379309.018460242,.124,10474.3046,.0703,0,8,0
1744379309.547926768,.124,10478.2539,.2031,0,6,0
1744379310.079290404,.121,10482.0312,.2265,0,23,0
1744379310.609214365,.124,10486.4062,.0156,0,2,0
1744379311.140007960,.125,10491.6562,0,0,0,0
1744379311.668866313,.124,10496.7812,0,0,0,0
1744379312.197492147,.127,10502.0351,0,0,0,0
1744379312.727591929,.124,10507.3281,0,0,0,0
1744379313.257997072,.125,10512.7031,0,0,0,0
1744379313.786793325,.125,10503.5781,0,0,0,0
1744379314.315452878,.124,10482.3007,0,0,0,0
1744379314.843331023,.125,10486.1757,0,0,0,0
1744379315.371746763,.124,10490.8007,0,0,0,0
1744379315.900325954,.124,10510.3007,0,0,0,0
1744379316.428863512,.124,10534.4257,0,0,0,0
1744379316.956763340,.125,10558.6757,0,0,0,0
1744379317.484212553,.125,10582.8007,0,0,0,0
1744379318.011643212,.125,10607.1757,0,0,0,0
1744379318.539897391,.124,10613.5507,0,0,0,0
1744379319.069050685,.125,10613.5507,0,0,0,0
1744379319.597787746,.124,10613.5507,0,0,0,0
1744379320.126267287,.124,10613.5507,0,0,0,0
1744379320.653851070,.125,10617.7695,0,.1132,0,29
1744379321.182498646,.124,10623.6992,0,0,0,0
1744379321.711728751,.124,10628.6992,0,0,0,0
1744379322.240850056,.124,10629.7578,0,0,0,0
1744379322.770666119,.125,10633.1328,0,0,0,0
1744379323.299156976,.124,10633.4726,0,0,0,0
1744379323.827656887,.124,10638.4726,0,0,0,0
1744379324.356371070,.124,10638.8867,0,0,0,0
1744379324.884570829,.124,10642.1484,0,0,0,0
1744379325.413276669,.125,10642.4804,0,0,0,0
1744379325.941011659,.124,10649.6054,0,0,0,0
1744379326.471769269,.125,10646.0117,0,0,0,0
1744379327.001529295,.125,10655.1367,0,0,0,0
1744379327.531144255,.124,10649.5937,0,0,0,0
1744379328.059511934,.124,10659.7695,0,0,0,0
1744379328.586670595,.125,10653.2265,0,0,0,0
1744379329.113964806,.125,10655.1445,0,0,0,0
1744379329.642446385,.124,10656.7695,0,0,0,0
1744379330.170424168,.124,10658.7226,0,0,0,0
1744379330.698561068,.124,10662.0976,0,0,0,0
1744379331.227185522,.124,10662.3085,0,0,0,0
1744379331.754984512,.125,10665.6835,0,0,0,0
1744379332.283101920,.124,10667.6250,0,0,0,0
1744379332.811495938,.124,10674.2500,0,0,0,0
1744379333.340931372,.124,10671.2929,0,0,0,0
1744379333.869872956,.125,10680.0546,0,0,0,0
1744379334.397708887,.125,10674.8203,0,0,0,0
1744379334.925760362,.124,10676.7343,0,0,0,0
1744379335.455308524,.124,10678.4843,0,0,0,0
1744379335.983614712,.124,10680.3750,0,91.4218,0,233
1744379336.515806413,.124,10683.7695,0,0,0,0
1744379337.045401269,.125,10684.0664,0,0,0,0
1744379337.573051420,.125,10687.3164,0,0,0,0
1744379338.102390181,.124,10687.6875,0,0,0,0
1744379338.630117842,.125,10696.6875,0,0,0,0
1744379339.157993822,.125,10693.0039,0,0,0,0
1744379339.686259736,.124,10706.0078,0,0,0,0
1744379340.216430640,.124,10696.5781,0,0,0,0
1744379340.746468872,.125,10698.4726,0,0,0,0
1744379341.274509230,.124,10700.2226,0,0,0,0
1744379341.802603593,.124,10702.1406,0,0,0,0
1744379342.331773057,.124,10703.8906,0,0,0,0
1744379342.860242029,.124,10705.7656,0,0,0,0
1744379343.389463191,.125,10715.0156,0,0,0,0
1744379343.917363034,.124,10709.3437,0,0,0,0
1744379344.445413713,.125,10719.9101,0,0,0,0
1744379344.974038210,.123,10366.9531,0,0,0,0
1744379345.504995885,.124,10366.9531,0,0,0,0
1744379346.034452363,.125,10371.9531,0,0,0,0
1744379346.564121669,.124,10413.4531,0,0,0,0
1744379347.092332178,.124,10461.2031,0,0,0,0
1744379347.620861553,.124,10462.8281,0,0,0,0
1744379348.149664170,.125,10466.7031,0,0,0,0
1744379348.680039337,.124,10470.6171,0,0,0,0
1744379349.210989853,.125,10474.6171,0,0,0,0
1744379349.740271465,.124,10478.6171,0,0,0,0
1744379350.267861406,.125,10482.6171,0,0,0,0
1744379350.798634407,.125,10487.3671,0,0,0,0
1744379351.328071182,.124,10492.8671,0,0,0,0
1744379351.859281316,.125,10498.2421,0,0,0,0
1744379352.387560097,.125,10503.8984,0,0,0,0
1744379352.918843201,.125,10509.3984,0,0,0,0
1744379353.447441697,.125,10514.7734,0,0,0,0
1744379353.977073718,.124,10482.8593,0,0,0,0
1744379354.508711724,.125,10486.2382,0,0,0,0
1744379355.037020193,.124,10492.9882,0,0,0,0
1744379355.564745245,.125,10528.9882,0,0,0,0
1744379356.092470947,.125,10565.2382,0,0,0,0
1744379356.620195181,.125,10600.2382,0,.1484,0,38
1744379357.149949166,.125,10613.6132,0,0,0,0
1744379357.679140375,.124,10613.6132,0,0,0,0
1744379358.206967015,.125,10616.0781,0,0,0,0
1744379358.734041553,.125,10623.6757,0,0,0,0
1744379359.262046426,.124,10630.3007,0,0,0,0
1744379359.789384319,.124,10633.2343,0,0,0,0
1744379360.316016010,.125,10635.3203,0,0,0,0
1744379360.845155814,.124,10637.2304,0,0,0,0
1744379361.372678484,.125,10647.4804,0,0,0,0
1744379361.899692662,.125,10644.1835,0,0,0,0
1744379362.427259696,.125,10646.2187,0,0,0,0
1744379362.957283751,.125,10648.0507,0,0,0,0
1744379363.486158892,.124,10664.6054,0,0,0,0
1744379364.016148016,.124,10656.7304,0,0,0,0
1744379364.546454858,.125,10658.6445,0,0,0,0
1744379365.077428674,.125,10660.5039,0,0,0,0
1744379365.608221021,.124,10662.4687,0,0,0,0
1744379366.140096615,.124,10679.7382,0,0,0,0
1744379366.675448715,.125,10671.0312,0,0,0,0
1744379367.206882138,.125,10671.3281,0,0,0,0
1744379367.737812123,.125,10674.9804,0,0,0,0
1744379368.269179950,.125,10676.8984,0,0,0,0
1744379368.801796839,.124,10680.5468,0,0,0,0
1744379369.335009785,.124,10689.0468,0,0,0,0
1744379369.868081277,.124,10687.4687,0,0,0,0
1744379370.400971886,.124,10689.4648,0,0,0,0
1744379370.933099908,.124,10691.4101,0,0,0,0
1744379371.466287550,.125,10694.9843,0,0,0,0
1744379371.999299690,.125,10705.3710,0,120.1328,0,305
1744379372.534193998,.125,10702.0117,0,0,0,0
1744379373.068321778,.124,10703.9296,0,0,0,0
1744379373.602063176,.125,10707.6445,0,0,0,0
1744379374.133930034,.125,10709.4726,0,0,0,0
1744379374.666459085,.124,10723.4140,0,0,0,0
