时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1744379236.783396575,.135,10365.9335,0,0,0,0
1744379237.310295757,.125,10365.9335,0,0,0,0
1744379237.838725251,.124,10365.9335,0,0,0,0
1744379238.367433165,.124,10394.4335,0,.1328,0,34
1744379238.895265441,.125,10435.5585,0,0,0,0
1744379239.423702526,.124,10460.1835,0,0,0,0
1744379239.953307954,.124,10462.6835,0,0,0,0
1744379240.481983662,.126,10466.5585,0,0,0,0
1744379241.012256660,.124,10470.4921,0,0,0,0
1744379241.544199398,.125,10474.2421,0,0,0,0
1744379242.076256768,.125,10477.9921,0,0,0,0
1744379242.606732513,.125,10481.7421,0,0,0,0
1744379243.136070587,.124,10486.2421,0,0,0,0
1744379243.666730662,.125,10491.6171,0,0,0,0
1744379244.194654080,.125,10496.7421,0,0,0,0
1744379244.725357845,.125,10502.0859,0,0,0,0
1744379245.256503682,.124,10507.5859,0,0,0,0
1744379245.786176674,.125,10513.0859,0,0,0,0
1744379246.314393957,.125,10489.9179,0,0,0,0
1744379246.842353991,.125,10482.8398,0,0,0,0
1744379247.372588547,.124,10486.4648,0,0,0,0
1744379247.900012782,.125,10494.0898,0,0,0,0
1744379248.427825956,.124,10518.4687,0,0,0,0
1744379248.957095549,.124,10542.8437,0,156.3359,0,401
1744379249.484408440,.125,10567.2187,0,0,0,0
1744379250.013124585,.124,10591.8437,0,0,0,0
1744379250.542542716,.125,10612.5937,0,0,0,0
1744379251.071501237,.124,10612.5937,0,0,0,0
1744379251.600183915,.124,10612.5937,0,0,0,0
1744379252.128455030,.126,10612.4804,0,0,0,0
1744379252.656958730,.124,10615.6367,0,0,0,0
1744379253.186148177,.125,10618.8867,0,0,0,0
1744379253.714960660,.124,10625.5703,0,0,0,0
1744379254.242959445,.124,10628.9453,0,0,0,0
1744379254.772095820,.124,10631.2343,0,0,0,0
1744379255.300870462,.124,10638.4843,0,0,0,0
1744379255.830757740,.125,10635.0976,0,0,0,0
1744379256.358925657,.124,10644.3476,0,0,0,0
1744379256.887335458,.124,10638.8164,0,0,0,0
1744379257.415723228,.124,10648.8164,0,0,0,0
1744379257.943461860,.125,10642.4257,0,0,0,0
1744379258.472145607,.124,10658.0273,0,0,0,0
1744379259.000398798,.124,10647.7929,0,0,0,0
1744379259.528691763,.124,10648.1679,0,0,0,0
1744379260.056825930,.124,10651.4179,0,0,0,0
1744379260.585550622,.125,10651.7929,0,0,0,0
1744379261.113855654,.124,10655.0742,0,0,0,0
1744379261.641650978,.125,10655.3984,0,0,0,0
1744379262.169480644,.125,10658.7734,0,0,0,0
1744379262.696740027,.124,10659.1523,0,0,0,0
1744379263.224949583,.124,10666.6523,0,0,0,0
1744379263.754181351,.125,10664.4765,0,0,0,0
1744379264.283094049,.124,10673.6015,0,0,0,0
1744379264.814858439,.125,10668.1445,0,0,0,0
1744379265.343344095,.124,10678.5429,0,0,0,0
1744379265.872861998,.124,10671.7539,0,0,0,0
1744379266.401565543,.125,10673.7890,0,0,0,0
1744379266.929469922,.125,10675.4140,0,0,0,0
1744379267.456854864,.124,10677.4023,0,0,0,0
1744379267.985586343,.125,10680.7773,0,0,0,0
1744379268.517111283,.124,10681.0820,0,0,0,0
1744379269.045463187,.125,10684.4570,0,0,0,0
1744379269.575562738,.124,10686.5156,0,0,0,0
1744379270.104187035,.124,10695.3906,0,0,0,0
1744379270.632856938,.125,10690.1328,0,0,0,0
1744379271.160960688,.124,10705.5156,0,0,0,0
1744379271.691579706,.125,10693.8437,0,0,0,0
1744379272.220321680,.124,10695.8085,0,0,0,0
1744379272.748062358,.125,10697.5000,0,0,0,0
1744379273.275952243,.125,10699.4765,0,0,0,0
1744379273.805351811,.125,10701.2265,0,0,0,0
1744379274.334465965,.124,10703.2812,0,0,0,0
1744379274.863480028,.124,10712.9062,0,0,0,0
1744379275.391870769,.123,10365.9648,0,0,0,0
1744379275.920927297,.124,10365.9648,0,0,0,0
1744379276.449685345,.125,10365.9648,0,0,0,0
1744379276.977754689,.124,10400.8398,0,0,0,0
1744379277.509379532,.124,10457.5898,0,0,0,0
1744379278.037658144,.125,10460.8398,0,0,0,0
1744379278.565750734,.124,10464.5898,0,0,0,0
1744379279.096690071,.124,10468.5898,0,0,0,0
1744379279.627323161,.125,10472.4648,0,0,0,0
1744379280.158007116,.125,10476.3398,0,0,0,0
1744379280.688070019,.124,10480.3398,0,0,0,0
1744379281.218593720,.125,10484.4648,0,0,0,0
1744379281.748043047,.124,10489.8398,0,0,0,0
1744379282.277405793,.125,10495.0898,0,0,0,0
1744379282.806803214,.124,10500.8398,0,0,0,0
1744379283.337414688,.125,10506.4648,0,0,0,0
1744379283.868070091,.124,10512.2148,0,0,0,0
1744379284.396379698,.125,10495.9570,0,0,0,0
1744379284.925876293,.125,10483.9648,0,.0625,0,16
1744379285.454056791,.124,10489.0898,0,0,0,0
1744379285.982602726,.124,10516.8398,0,0,0,0
1744379286.513648138,.125,10551.9648,0,0,0,0
1744379287.041518014,.125,10587.8398,0,0,0,0
1744379287.569495980,.124,10612.5898,0,0,0,0
1744379288.097932069,.124,10612.5898,0,0,0,0
1744379288.626629904,.124,10612.5546,0,0,0,0
1744379289.155044216,.124,10618.9570,0,0,0,0
1744379289.685594516,.125,10627.3906,0,0,0,0
1744379290.214136582,.124,10631.3007,0,0,0,0
1744379290.743130350,.124,10633.5390,0,0,0,0
1744379291.271396391,.124,10643.4140,0,0,0,0
1744379291.800188971,.124,10640.6171,0,0,0,0
1744379292.328566185,.124,10642.5976,0,0,0,0
1744379292.857300992,.124,10644.5195,0,0,0,0
1744379293.385143944,.125,10655.9648,0,0,0,0
1744379293.913180635,.125,10651.5156,0,0,0,0
1744379294.441264866,.124,10653.5156,0,0,0,0
1744379294.969912251,.124,10657.2109,0,0,0,0
1744379295.501899464,.124,10659.2148,0,0,0,0
1744379296.029470621,.125,10668.3710,0,0,0,0
1744379296.557944875,.124,10666.1679,0,0,0,0
1744379297.086250790,.124,10668.2148,0,0,0,0
1744379297.615118112,.124,10671.9453,0,0,0,0
1744379298.142332421,.125,10673.8515,0,0,0,0
1744379298.670629881,.124,10684.6132,0,0,0,0
1744379299.199452128,.124,10680.8437,0,0,0,0
1744379299.727530227,.124,10682.8945,0,0,0,0
1744379300.255312681,.125,10686.5859,0,0,0,0
1744379300.782805926,.125,10688.5703,0,0,0,0
1744379301.311544540,.124,10705.4531,0,0,0,0
1744379301.840633648,.124,10699.1562,0,0,0,0
1744379302.368402154,.125,10697.6328,0,0,0,0
1744379302.898750109,.125,10701.3554,0,0,0,0
1744379303.428004655,.124,10703.2773,0,0,0,0
1744379303.958598867,.125,10717.8710,0,0,0,0
