时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1744377908.019469864,.111,7850.9921,0,0,0,0
1744377908.547580214,.125,7850.9648,0,0,0,0
1744377909.077477952,.125,7850.9648,0,0,0,0
1744377909.608291643,.124,7850.9648,0,0,0,0
1744377910.139298811,.125,7850.9648,0,0,0,0
1744377910.671106414,.125,7850.9648,0,0,0,0
1744377911.202328959,.125,7850.9648,0,0,0,0
1744377911.734368348,.124,7850.9648,0,0,0,0
1744377912.265760289,.113,7853.5976,2.6367,0,364,0
1744377912.798726029,.124,7853.5976,0,0,0,0
1744377913.331621215,.124,7853.5976,0,0,0,0
1744377913.864943664,.125,7853.5976,0,0,0,0
1744377914.399395060,.124,7853.5976,0,0,0,0
