时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1755762415.7,0.0,1242.0078,0.0,0.0,0,0
1755762416.2,0.985,1357.918,0.0,0.0,0,0
1755762416.7,1.0,1510.25,0.0,0.0,0,0
1755762417.2,1.0,1664.3008,0.0,0.0,0,0
1755762417.7,1.0,1698.2617,0.0,0.043,0,10
1755762418.2,1.0,1699.2461,0.0,0.1172,0,4
1755762418.7,1.0,1701.6992,0.0,0.0,0,0
1755762419.2,0.826,1280.3789,0.0,0.0,0,0
1755762419.7,1.0,1411.5469,0.0,0.0,3,0
1755762420.2,1.0,1566.8242,0.0,0.0,0,0
1755762420.7,1.0,1700.0234,0.0,0.3281,0,28
1755762421.2,1.0,1700.207,0.0,0.0,0,0
1755762421.7,1.0,1703.1445,0.0,0.0,0,0
1755762422.2,1.0,1766.8281,0.0,0.0,0,0
1755762422.7,0.819,1324.0898,0.0,0.0586,0,13
1755762423.2,1.0,1468.5195,0.0,0.0,0,0
1755762423.7,1.0,1623.0273,0.0,0.1875,0,9
1755762424.2,1.0,1700.543,0.0,0.0,0,0
1755762424.7,1.0,1700.543,0.0,0.0,0,0
1755762425.2,1.0,1700.7852,0.0,0.0273,0,2
1755762425.7,0.83,1249.2266,0.0,0.0,0,0
1755762426.2,1.0,1376.1914,0.0,0.0,0,0
1755762426.7,1.0,1529.5039,0.0,0.0,0,0
1755762427.2,1.0,1684.7891,0.0,0.0,0,0
1755762427.7,1.0,1699.7969,0.0,0.0,0,0
1755762428.2,1.0,1700.7812,0.0,0.0586,0,13
1755762428.7,1.0,1703.9766,0.0,0.0156,0,2
1755762429.2,0.83,1298.1602,0.0,0.1133,0,11
1755762429.7,1.0,1433.0039,0.0,0.0,3,0
1755762430.2,1.0,1587.3125,0.0,0.1758,0,14
1755762430.7,1.0,1701.0703,0.0,0.1484,0,14
1755762431.2,1.0,1704.4531,0.0,0.0,0,0
1755762431.7,1.0,1704.4531,0.0,0.0,0,0
1755762432.3,0.985,1901.0742,0.0,0.0,0,0
1755762432.8,0.84,1338.9688,0.0,0.0,0,0
1755762433.3,1.0,1488.1016,0.0,0.0,0,0
1755762433.8,1.0,1641.4141,0.0,0.0547,0,9
1755762434.3,1.0,1700.2305,0.0,0.0391,0,2
1755762434.8,1.0,1700.9727,0.0,0.1289,0,7
1755762435.3,1.0,1701.6992,0.0,0.0273,0,2
1755762435.8,0.828,1260.4375,0.0,0.0,0,0
1755762436.3,1.0,1393.8672,0.0,0.0,0,0
1755762436.8,1.0,1548.4141,0.0,0.0,0,0
1755762437.3,1.0,1698.7773,0.0,0.0,0,0
1755762437.8,1.0,1702.7109,0.0,0.0,0,0
1755762438.3,1.0,1704.1836,0.0,0.0,0,0
1755762438.8,1.0,1704.9219,0.0,0.0,0,0
1755762439.3,0.828,1309.1992,0.0,0.0156,0,2
1755762439.8,1.0,1450.1758,0.0,0.0586,3,11
1755762440.3,1.0,1602.5039,0.0,0.4141,0,33
1755762440.8,1.0,1698.9727,0.0,0.0,0,0
1755762441.3,1.0,1702.168,0.0,0.0,0,0
1755762441.8,1.0,1702.4102,0.0,0.0,0,0
1755762442.3,0.888,1229.9844,0.0,0.0,0,0
1755762442.8,0.943,1352.9453,0.0,0.0,0,0
1755762443.3,1.0,1502.8164,0.0,0.0,0,0
1755762443.8,1.0,1659.332,0.0,0.0,0,0
1755762444.3,1.0,1697.9688,0.0,0.3008,0,60
1755762444.8,1.0,1698.207,0.0,0.0312,0,3
1755762445.3,1.0,1698.6992,0.0,0.1602,0,19
1755762445.8,0.832,1274.6836,0.0,0.0781,0,7
1755762446.3,1.0,1411.0078,0.0,0.0,0,0
1755762446.8,1.0,1563.3359,0.0,0.0078,0,2
1755762447.3,1.0,1700.1641,0.0,0.0,0,0
1755762447.8,1.0,1700.8984,0.0,0.0,0,0
1755762448.3,1.0,1703.6055,0.0,0.0,0,0
1755762448.8,1.0,1778.418,0.0,0.0,0,0
