时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1755763702.3,0.5,1242.8828,0.0,0.0,0,0
1755763702.8,0.955,1510.0898,0.0,0.0,0,0
1755763703.3,1.0,1633.3828,0.0,0.0,0,0
1755763703.8,1.0,1766.5195,0.0,0.0,0,0
1755763704.3,1.0,1884.1523,0.0,0.0039,0,1
1755763704.8,1.0,1884.8906,0.0,0.0,0,0
1755763705.3,1.0,1884.8906,0.0,0.0586,0,4
1755763705.8,0.771,1426.8984,0.0,0.1172,0,16
1755763706.3,1.0,1552.4023,0.0,0.0,0,0
1755763706.8,1.0,1704.7305,0.0,0.0,0,0
1755763707.3,1.0,1856.0742,0.0,0.0,0,0
1755763707.8,1.0,1885.6016,0.0,0.0078,0,2
1755763708.3,1.0,1888.0625,0.0,0.0,0,0
1755763708.8,1.0,1889.293,0.0,0.0,0,0
1755763709.3,0.739,1454.4453,0.0,0.0,0,0
1755763709.9,1.0,1585.3594,0.0,0.0,3,0
1755763710.4,1.0,1736.707,0.0,0.3672,0,28
1755763710.9,1.0,1884.8477,0.0,0.0391,0,2
1755763711.4,1.0,1886.8164,0.0,0.0977,0,22
1755763711.9,1.0,1890.0078,0.0,0.1211,0,8
1755763712.4,1.0,1890.0078,0.0,0.0039,0,1
1755763712.9,0.726,1474.3672,0.0,0.0039,0,1
1755763713.4,1.0,1613.6562,0.0,0.0,0,0
1755763713.9,1.0,1764.2656,0.0,0.0,0,0
1755763714.4,1.0,1883.8672,0.0,0.0,0,0
1755763714.9,1.0,1885.3438,0.0,0.0273,0,2
1755763715.4,1.0,1885.3438,0.0,0.0,0,0
1755763715.9,0.93,1907.7266,0.0,0.0156,0,2
1755763716.4,0.82,1503.6406,0.0,0.0352,0,5
1755763716.9,1.0,1647.8477,0.0,0.0703,0,2
1755763717.4,1.0,1799.9297,0.0,0.0,0,0
1755763717.9,1.0,1887.043,0.0,0.0,0,0
1755763718.4,1.0,1888.5195,0.0,0.0,0,0
1755763718.9,1.0,1889.2578,0.0,0.0,0,0
1755763719.4,0.764,1279.6562,0.0,0.0,3,0
1755763719.9,0.975,1528.6992,0.0,0.0,0,0
1755763720.4,1.0,1676.1094,0.0,0.3242,0,28
1755763720.9,1.0,1829.1719,0.0,0.0391,0,2
1755763721.4,1.0,1887.9883,0.0,0.0,0,0
1755763721.9,1.0,1889.457,0.0,0.0,0,0
1755763722.4,1.0,1889.9492,0.0,0.1172,0,25
1755763722.9,0.749,1429.5,0.0,0.1211,0,7
1755763723.4,1.0,1558.6992,0.0,0.0,0,0
1755763723.9,1.0,1709.5547,0.0,0.0,0,0
1755763724.4,1.0,1862.1328,0.0,0.0,0,0
1755763724.9,1.0,1885.7578,0.0,0.0,0,0
1755763725.4,1.0,1885.7578,0.0,0.0273,0,2
1755763725.9,1.0,1885.7461,0.0,0.0156,0,2
1755763726.4,0.737,1454.5859,0.0,0.0,0,0
1755763726.9,1.0,1587.7227,0.0,0.1953,0,48
1755763727.4,1.0,1738.3281,0.0,0.0508,0,10
1755763727.9,1.0,1885.4922,0.0,0.0703,0,2
1755763728.4,1.0,1888.4453,0.0,0.0,0,0
1755763728.9,1.0,1889.4258,0.0,0.0,0,0
1755763729.4,1.0,1889.918,0.0,0.0,3,0
1755763729.9,0.744,1481.3984,0.0,0.0,0,0
1755763730.4,1.0,1616.75,0.0,0.3359,0,28
1755763730.9,1.0,1770.3125,0.0,0.0508,0,2
1755763731.4,1.0,1884.2539,0.0,0.0,0,0
1755763731.9,1.0,1885.2344,0.0,0.0,0,0
1755763732.4,1.0,1885.2344,0.0,0.0,0,0
1755763732.9,0.897,1743.4531,0.0,0.0547,0,10
1755763733.4,0.843,1505.5078,0.0,0.0039,0,1
1755763733.9,1.0,1650.207,0.0,0.1328,0,7
1755763734.4,1.0,1802.0469,0.0,0.0,0,0
1755763734.9,1.0,1884.7305,0.0,0.0273,0,2
1755763735.4,1.0,1884.7305,0.0,0.0,0,0
1755763735.9,1.0,1884.9648,0.0,0.0352,0,6
