时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1744360600.324970191,.102,13652.6992,0,0,0,0
1744360600.852342930,.125,13652.8203,.0156,0,1,0
1744360601.382138551,.129,13652.7109,0,0,0,0
1744360601.911477132,.125,13652.7109,0,.0156,0,1
1744360602.440204543,.125,13652.7109,0,0,0,0
1744360602.967826151,.125,13652.7109,0,0,0,0
1744360603.495821541,.125,13652.7109,0,0,0,0
1744360604.024630987,.125,13652.7109,0,0,0,0
1744360604.554703905,.125,13652.7109,0,0,0,0
1744360605.084136425,.124,13652.7109,0,0,0,0
1744360605.613590378,.126,13652.7109,0,0,0,0
1744360606.143236586,.124,13652.7109,0,0,0,0
1744360606.675108897,.125,13652.7109,0,0,0,0
1744360607.205388172,.124,13652.7109,0,0,0,0
1744360607.733244588,.129,13652.7109,0,0,0,0
1744360608.261254097,.125,13652.7109,0,0,0,0
1744360608.789116809,.124,13652.7109,0,0,0,0
1744360609.317663389,.126,13652.7109,0,0,0,0
1744360609.846660250,.125,13652.7109,0,0,0,0
1744360610.374812638,.125,13652.7109,0,0,0,0
1744360610.903086813,.125,13652.7109,0,0,0,0
1744360611.431557416,.125,13652.7109,0,0,0,0
1744360611.960327129,.127,13652.7109,0,0,0,0
1744360612.488597743,.125,13652.7109,0,0,0,0
1744360613.017578538,.126,13652.7109,0,0,0,0
1744360613.545632779,.125,13652.7109,0,0,0,0
1744360614.074169222,.128,13652.7109,0,0,0,0
1744360614.602430703,.125,13652.7109,0,0,0,0
1744360615.131410472,.125,13652.7109,0,0,0,0
1744360615.659852719,.125,13652.7109,0,0,0,0
1744360616.186507295,.125,13652.7109,0,0,0,0
1744360616.714942663,.125,13652.7109,0,0,0,0
1744360617.243904574,.125,13652.7109,0,0,0,0
1744360617.773831197,.125,13652.7109,0,0,0,0
1744360618.303031349,.125,13652.7109,0,0,0,0
1744360618.831093219,.125,13652.7109,0,0,0,0
1744360619.359552073,.125,13652.7109,0,0,0,0
