时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1755762214.0,0.5,1274.082,0.0,0.0,0,0
1755762214.5,0.988,1371.293,0.0,0.0,0,0
1755762215.0,1.0,1527.8086,0.0,0.1523,0,9
1755762215.5,1.0,1680.3828,0.0,0.0,0,0
1755762216.0,1.0,1713.6016,0.0,0.0273,0,6
1755762216.5,1.0,1714.5859,0.0,0.0312,0,2
1755762217.1,1.0,1715.5625,0.0,0.0,0,0
1755762217.6,0.792,1279.7422,0.0,0.0,0,0
1755762218.1,1.0,1411.1562,0.0,0.0,0,0
1755762218.6,1.0,1566.9297,0.0,0.0,0,0
1755762219.1,1.0,1713.5977,0.0,0.0,0,0
1755762219.6,1.0,1715.5664,0.0,0.043,3,10
1755762220.1,1.0,1716.0547,0.0,0.0898,0,2
1755762220.6,1.0,1716.0547,0.0,0.3047,0,28
1755762221.1,0.815,1307.3086,0.0,0.0586,0,3
1755762221.6,1.0,1449.5195,0.0,0.0,0,0
1755762222.1,1.0,1603.3242,0.0,0.0391,0,2
1755762222.6,1.0,1708.4023,0.0,0.0,0,0
1755762223.1,1.0,1710.1211,0.0,0.0,0,0
1755762223.6,1.0,1710.1211,0.0,0.0,0,0
1755762224.1,0.98,1939.2305,0.0,0.0,0,0
1755762224.6,0.834,1342.4531,0.0,0.0586,0,12
1755762225.1,1.0,1492.0742,0.0,0.1328,0,24
1755762225.6,1.0,1646.8633,0.0,0.0,0,0
1755762226.1,1.0,1709.6172,0.0,0.1094,0,7
1755762226.6,1.0,1709.6172,0.0,0.0,0,0
1755762227.1,1.0,1711.0859,0.0,0.0156,0,2
1755762227.6,0.811,1258.2695,0.0,0.0,0,0
1755762228.1,1.0,1378.1172,0.0,0.0,0,0
1755762228.6,1.0,1532.168,0.0,0.0,0,0
1755762229.1,1.0,1688.4375,0.0,0.0,0,0
1755762229.6,1.0,1709.6016,0.0,0.0,3,0
1755762230.1,1.0,1710.8203,0.0,0.0,0,0
1755762230.6,1.0,1710.8203,0.0,0.3438,0,28
1755762231.1,0.8,1279.418,0.0,0.082,0,18
1755762231.6,1.0,1412.0625,0.0,0.0,0,0
1755762232.1,1.0,1564.1367,0.0,0.0391,0,2
1755762232.6,1.0,1703.4219,0.0,0.0078,0,2
1755762233.1,1.0,1704.1289,0.0,0.0,0,0
1755762233.6,1.0,1704.1289,0.0,0.0,0,0
1755762234.1,1.0,1729.4766,0.0,0.0,0,0
1755762234.6,0.81,1302.9961,0.0,0.0,0,0
1755762235.1,1.0,1447.207,0.0,0.0273,0,2
1755762235.6,1.0,1600.0312,0.0,0.0,0,0
1755762236.1,1.0,1701.168,0.0,0.0781,0,2
1755762236.6,1.0,1702.6445,0.0,0.0547,0,10
1755762237.1,1.0,1703.8672,0.0,0.1211,0,9
1755762237.6,0.98,1931.5039,0.0,0.0,0,0
1755762238.1,0.833,1332.2656,0.0,0.0,0,0
1755762238.6,1.0,1483.6094,0.0,0.0,0,0
1755762239.1,1.0,1639.3867,0.0,0.0,0,0
1755762239.6,1.0,1702.6328,0.0,0.0,3,0
1755762240.1,1.0,1703.8555,0.0,0.0039,0,1
1755762240.6,1.0,1703.8555,0.0,0.3242,0,28
1755762241.1,0.81,1248.5703,0.0,0.0,0,0
1755762241.6,1.0,1368.668,0.0,0.0664,0,3
1755762242.1,1.0,1523.6953,0.0,0.1406,0,25
1755762242.6,1.0,1676.5195,0.0,0.0,0,0
1755762243.1,1.0,1704.082,0.0,0.0,0,0
1755762243.6,1.0,1704.082,0.0,0.0,0,0
1755762244.1,1.0,1704.8164,0.0,0.0,0,0
1755762244.6,0.81,1275.4258,0.0,0.0,0,0
1755762245.1,1.0,1410.7031,0.0,0.0391,0,5
1755762245.6,1.0,1564.5117,0.0,0.0,0,0
1755762246.1,1.0,1702.8164,0.0,0.0,0,0
1755762246.6,1.0,1706.2227,0.0,0.0,0,0
1755762247.1,1.0,1706.9531,0.0,0.1094,0,6
1755762247.6,1.0,1737.4688,0.0,0.0,0,0
