时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1744378882.193389622,.140,10248.5117,0,0,0,0
1744378882.721094353,.124,10248.3867,0,0,0,0
1744378883.250122217,.125,10248.5117,.0156,0,1,0
1744378883.778327557,.121,10249.8320,1.2812,0,76,0
1744378884.306873823,.121,10250.6132,.8359,0,59,0
1744378884.835714613,.120,10251.3632,.7578,0,54,0
1744378885.364307741,.122,10251.9882,.6093,0,39,0
1744378885.894621290,.115,10252.5546,.6250,0,39,0
1744378886.423480465,.122,10253.5937,1.0156,0,55,0
1744378886.952774799,.122,10254.4453,.8750,0,51,0
1744378887.482821332,.123,10254.7968,.3750,0,29,0
1744378888.011629529,.120,10255.6718,.7890,0,42,0
1744378888.539700043,.122,10256.2500,.6328,0,41,0
1744378889.069473110,.123,10256.9843,.6328,0,37,0
1744378889.597739692,.122,10257.6093,.6406,0,41,0
1744378890.126139065,.122,10258.1640,.6171,0,44,0
1744378890.657074009,.121,10258.9296,.7812,0,55,0
1744378891.186341648,.123,10259.6093,.6796,0,35,0
1744378891.717664627,.124,10259.9882,.3437,0,30,0
1744378892.247434988,.123,10260.7382,.7343,0,31,0
1744378892.776924827,.123,10261.6054,.8203,0,33,0
1744378893.305861482,.123,10262.1601,.6406,0,41,0
1744378893.834979221,.122,10262.8867,.7500,0,41,0
1744378894.364120328,.123,10263.3085,.4062,0,21,0
1744378894.891686539,.123,10264.0195,.7265,0,30,0
1744378895.419654272,.123,10264.4648,.4375,0,35,0
1744378895.949342236,.124,10265.0898,.5390,0,33,0
1744378896.477389554,.122,10265.8007,.6953,0,45,0
1744378897.006262460,.123,10266.2304,.5390,0,30,0
1744378897.534243983,.123,10266.7304,.4375,0,36,0
1744378898.065537709,.123,10267.1054,.4140,0,25,0
1744378898.594693444,.122,10267.8085,.6640,0,37,0
1744378899.122345581,.122,10268.1835,.4062,0,34,0
1744378899.651703138,.122,10268.5585,.4062,0,31,0
1744378900.181283048,.123,10268.8632,.3046,0,23,0
1744378900.710597868,.123,10269.4726,.5859,0,31,0
1744378901.239851703,.122,10269.8007,.2500,0,23,0
1744378901.767710691,.123,10270.1757,.3828,0,28,0
1744378902.298539306,.124,10270.4257,.2578,0,12,0
1744378902.826650399,.123,10270.7148,.3203,0,27,0
1744378903.356425882,.123,10271.0898,.3515,0,26,0
1744378903.888155440,.124,10271.3242,.2265,0,15,0
1744378904.420689139,.125,10271.5664,.2500,0,17,0
1744378904.952440483,.124,10271.7460,.2578,0,14,0
1744378905.483485758,.124,10271.9179,.1718,0,13,0
1744378906.014189527,.124,10271.9609,0,0,0,0
1744378906.545974684,.125,10271.9609,0,0,0,0
1744378907.078650690,.125,10271.9609,0,0,0,0
1744378907.613107984,.125,10271.9609,0,0,0,0
1744378908.146477520,.124,10271.9609,0,0,0,0
1744378908.681504213,.125,10271.9609,0,0,0,0
1744378909.215231786,.124,10271.9179,0,0,0,0
1744378909.748198826,.125,10271.9179,0,0,0,0
1744378910.282340245,.125,10271.9179,0,0,0,0
1744378910.815653919,.124,10271.9179,0,0,0,0
1744378911.348402390,.125,10271.9179,0,0,0,0
1744378911.881381329,.125,10271.9179,0,0,0,0
1744378912.417279296,.125,10271.9179,0,0,0,0
1744378912.952194130,.124,10271.9179,0,0,0,0
1744378913.485674203,.125,10271.9179,0,0,0,0
1744378914.017930942,.125,10271.9179,0,0,0,0
1744378914.553970172,.125,10271.9179,0,0,0,0
1744378915.087534679,.124,10271.9179,0,0,0,0
1744378915.622092308,.125,10271.9179,0,0,0,0
1744378916.156533300,.124,10271.9179,0,0,0,0
1744378916.693116002,.126,10271.9179,0,0,0,0
1744378917.228363804,.124,10271.9179,0,0,0,0
1744378917.762149062,.125,10271.9179,0,0,0,0
1744378918.296791586,.124,10271.9179,0,0,0,0
1744378918.829725415,.125,10271.9179,0,0,0,0
1744378919.363830467,.124,10271.9179,0,0,0,0
1744378919.895067900,.125,10271.9179,0,0,0,0
1744378920.427559630,.125,10271.9179,0,0,0,0
1744378920.961738583,.125,10271.9179,0,0,0,0
1744378921.493387186,.125,10271.9179,0,0,0,0
1744378922.026653710,.124,10271.9179,0,0,0,0
1744378922.561330497,.125,10271.9179,0,0,0,0
1744378923.092080633,.124,10271.9179,0,0,0,0
1744378923.625433677,.125,10271.9179,0,0,0,0
1744378924.159844014,.124,10271.9179,0,0,0,0
1744378924.696008602,.125,10271.9179,0,0,0,0
1744378925.229517410,.125,10271.9179,0,0,0,0
1744378925.763326900,.124,10271.9179,0,0,0,0
1744378926.297322038,.125,10271.9179,0,0,0,0
1744378926.837212225,.125,10271.9179,0,0,0,0
1744378927.371114988,.124,10271.9179,0,0,0,0
