时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1744378801.500656168,.125,10187.9726,0,0,0,0
1744378802.030862999,.125,10187.9726,0,0,0,0
1744378802.558553857,.125,10188.0976,0,0,0,0
1744378803.087238007,.119,10189.4140,1.3046,0,92,0
1744378803.616495906,.120,10190.6015,1.1093,0,79,0
1744378804.146099036,.120,10191.8515,1.2343,0,92,0
1744378804.677637707,.120,10192.5039,.7343,0,65,0
1744378805.208610672,.120,10193.3789,.8046,0,60,0
1744378805.738670769,.121,10194.2812,.8906,0,62,0
1744378806.269847543,.119,10195.3164,1.0390,0,83,0
1744378806.798293860,.121,10195.8984,.6328,0,53,0
1744378807.326018454,.119,10197.0468,1.0625,0,52,0
1744378807.855096437,.121,10197.8359,.7968,0,50,0
1744378808.384347412,.118,10198.5859,.7109,0,59,0
1744378808.913704992,.120,10199.2109,.7187,0,36,0
1744378809.444888683,.120,10200.0078,.6953,0,51,0
1744378809.974731111,.121,10201.0781,1.0468,0,70,0
1744378810.508522986,.120,10201.8750,.8593,0,60,0
1744378811.038407212,.121,10202.8789,.9218,0,60,0
1744378811.568876768,.120,10203.6757,.8906,0,63,0
1744378812.098724627,.122,10204.6250,.8984,0,52,0
1744378812.627495718,.120,10205.4804,.8437,0,63,0
1744378813.155575659,.122,10206.2890,.7890,0,46,0
1744378813.685531957,.122,10207.3203,.9765,0,52,0
1744378814.214456121,.121,10208.0703,.7968,0,48,0
1744378814.745471205,.122,10209.1953,1.1484,0,55,0
1744378815.275939742,.121,10210.1015,.8203,0,60,0
1744378815.805419966,.122,10210.7265,.6484,0,44,0
1744378816.335891958,.121,10211.3710,.6250,0,39,0
1744378816.865367767,.121,10212.3554,.9531,0,74,0
1744378817.394729294,.122,10213.1601,.8593,0,44,0
1744378817.925466714,.122,10213.7226,.5468,0,42,0
1744378818.454918348,.121,10214.2695,.5546,0,47,0
1744378818.984768955,.120,10215.3945,1.0781,0,50,0
1744378819.518232819,.122,10216.0273,.6171,0,43,0
1744378820.047591156,.120,10216.4609,.4609,0,46,0
1744378820.579148783,.120,10217.0859,.5781,0,47,0
1744378821.108738928,.121,10217.5078,.4296,0,35,0
1744378821.636686579,.123,10218.1289,.6718,0,37,0
1744378822.163796640,.120,10218.8789,.7656,0,51,0
1744378822.694271356,.122,10219.4257,.4531,0,41,0
1744378823.223159951,.122,10219.6406,.3125,0,33,0
1744378823.751171104,.123,10220.3906,.7031,0,33,0
1744378824.283485147,.123,10220.7773,.4453,.2187,33,56
1744378824.810813532,.123,10221.3789,.5546,.3437,29,88
1744378825.340298376,.122,10221.7382,.4062,0,34,0
1744378825.869983246,.124,10222.0898,.3046,0,21,0
1744378826.398766923,.124,10222.0898,0,0,0,0
1744378826.927377634,.124,10222.0898,0,0,0,0
1744378827.455989031,.125,10222.0898,0,0,0,0
1744378827.986753675,.125,10222.0898,0,0,0,0
1744378828.516226172,.124,10222.0898,0,0,0,0
1744378829.045035949,.125,10222.0898,0,0,0,0
1744378829.574683784,.124,10222.0898,0,0,0,0
1744378830.104253867,.124,10222.0898,0,0,0,0
1744378830.634898077,.125,10222.0898,0,0,0,0
1744378831.165838799,.125,10222.0898,0,0,0,0
1744378831.694490152,.126,10222.0937,0,0,0,0
1744378832.225058237,.124,10222.0937,0,0,0,0
1744378832.755483532,.125,10222.0468,0,0,0,0
1744378833.286268490,.125,10222.0468,0,0,0,0
1744378833.815765446,.124,10222.0468,0,0,0,0
1744378834.345691239,.125,10222.0468,0,0,0,0
1744378834.875264621,.124,10222.0468,0,0,0,0
1744378835.405450026,.125,10222.0468,0,0,0,0
1744378835.933807757,.125,10222.0468,0,0,0,0
1744378836.463165107,.124,10222.0468,0,0,0,0
1744378836.992679263,.124,10222.0468,0,0,0,0
1744378837.523960045,.125,10222.0468,0,0,0,0
1744378838.054812338,.125,10222.0468,0,0,0,0
1744378838.585573874,.125,10222.0468,0,0,0,0
1744378839.114904806,.124,10222.0468,0,0,0,0
1744378839.647044550,.125,10222.0468,0,0,0,0
1744378840.178215062,.125,10222.0468,0,0,0,0
1744378840.708888421,.124,10222.0468,0,0,0,0
1744378841.238132653,.125,10222.0468,0,0,0,0
1744378841.765807579,.125,10222.0468,0,0,0,0
1744378842.295072150,.124,10222.0468,0,0,0,0
1744378842.824293967,.124,10222.0468,0,0,0,0
1744378843.352651819,.125,10222.0468,0,0,0,0
1744378843.883871710,.125,10222.0468,0,0,0,0
1744378844.412076833,.125,10222.0468,0,.0195,0,5
1744378844.942265382,.125,10222.0468,0,0,0,0
1744378845.472592011,.124,10222.0468,0,0,0,0
1744378846.001585889,.125,10222.0468,0,0,0,0
1744378846.531785045,.124,10222.0468,0,0,0,0
1744378847.063277409,.125,10222.0468,0,0,0,0
1744378847.591803493,.125,10222.0468,0,0,0,0
1744378848.119953260,.125,10222.0468,0,0,0,0
1744378848.649748621,.125,10222.0468,0,0,0,0
