时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1744358973.370681033,.555,13547.4960,.0898,0,9,0
1744358973.900969815,.180,13554.1171,4.9570,0,635,0
1744358974.430126965,.102,13558.1718,4.1171,0,525,0
1744358974.958494663,.134,13561.7656,3.5000,0,437,0
1744358975.486060122,.089,13564.9101,3.0703,0,382,0
1744358976.014893623,.107,13567.6054,2.7109,0,323,0
1744358976.544037296,.108,13569.9960,2.3750,0,272,0
1744358977.073759308,.109,13572.2695,2.3750,0,270,0
1744358977.609998369,.132,13574.2734,1.9375,0,212,0
1744358978.138832697,.113,13575.9765,1.7578,0,195,0
1744358978.668245696,.123,13577.7812,1.8203,0,192,0
1744358979.196619228,.114,13579.5000,1.7187,0,193,0
1744358979.725742897,.118,13581.0859,1.5625,0,164,0
1744358980.256412370,.116,13582.5234,1.4218,0,148,0
1744358980.784137252,.135,13583.8281,1.3359,0,132,0
1744358981.312421390,.118,13585.1679,1.3359,0,143,0
1744358981.841392932,.119,13586.6054,1.4140,0,136,0
1744358982.371793901,.119,13587.8359,1.1757,0,123,0
1744358982.900099321,.118,13588.8906,1.0312,0,114,0
1744358983.430151669,.121,13589.8125,.9570,0,95,0
1744358983.958815585,.143,13590.5507,.7734,0,82,0
1744358984.488818447,.120,13591.7148,1.1484,0,105,0
1744358985.018784493,.121,13592.7929,1.0390,0,101,0
1744358985.556426059,.120,13593.5039,.6875,0,71,0
1744358986.087626681,.122,13594.1289,.6328,0,62,0
1744358986.615506233,.144,13594.7617,.6250,0,62,0
1744358987.144163686,.120,13595.4257,.7421,0,80,0
1744358987.674934197,.122,13595.9570,.5625,0,58,0
1744358988.204219378,.120,13596.6210,.5937,0,60,0
1744358988.731516853,.123,13597.1601,.6093,0,60,0
1744358989.261480239,.122,13597.6523,.4843,0,52,0
1744358989.791619772,.152,13598.2734,.5351,0,44,0
1744358990.320241105,.122,13598.7578,.5781,0,55,0
1744358990.849244065,.124,13599.2343,.4296,0,38,0
1744358991.379367484,.122,13599.6093,.3750,0,40,0
1744358991.908214835,.124,13599.9062,.3437,0,40,0
1744358992.435674237,.157,13600.3281,.3203,0,31,0
1744358992.963954389,.123,13600.4921,.2500,0,25,0
1744358993.500841319,.123,13600.9921,.4218,0,37,0
1744358994.031032246,.144,13601.3085,.3437,0,32,0
1744358994.560894200,.132,13601.3046,0,0,0,0
1744358995.089160180,.139,13601.3671,0,0,0,0
1744358995.617285764,.161,13601.3671,0,0,0,0
1744358996.146858822,.124,13601.3671,0,0,0,0
1744358996.677332170,.124,13601.3671,0,0,0,0
1744358997.204977131,.125,13601.3671,0,0,0,0
1744358997.733408934,.126,13601.3671,0,0,0,0
1744358998.262111273,.162,13601.3671,0,0,0,0
1744358998.791261855,.125,13601.3671,0,0,0,0
1744358999.319902727,.125,13601.3671,0,0,0,0
1744358999.848397166,.125,13601.3671,0,0,0,0
1744359000.376741762,.125,13601.3671,0,0,0,0
1744359000.904860674,.163,13601.3671,0,0,0,0
1744359001.434504710,.125,13601.3671,0,0,0,0
1744359001.963121220,.125,13601.3671,0,0,0,0
1744359002.491430305,.125,13601.3671,0,0,0,0
1744359003.020082406,.125,13601.3671,0,0,0,0
1744359003.548973008,.163,13601.3671,0,0,0,0
1744359004.076712111,.125,13601.3671,0,.0156,0,1
1744359004.606413928,.125,13601.3671,0,0,0,0
1744359005.138270213,.125,13601.3671,0,0,0,0
1744359005.667275464,.125,13601.3671,0,0,0,0
1744359006.195863833,.160,13601.3671,0,0,0,0
1744359006.724470992,.125,13601.3671,0,0,0,0
1744359007.253899825,.125,13601.3671,0,0,0,0
1744359007.782418480,.125,13601.3671,0,0,0,0
1744359008.310097435,.125,13601.3671,0,0,0,0
1744359008.839568240,.168,13601.3671,0,0,0,0
1744359009.368308603,.125,13601.3671,0,0,0,0
1744359009.898292752,.125,13601.3671,0,0,0,0
1744359010.427560237,.125,13601.3671,0,0,0,0
1744359010.956328500,.125,13601.3671,0,0,0,0
1744359011.487090824,.159,13601.3671,0,0,0,0
1744359012.014780242,.125,13601.3671,0,0,0,0
1744359012.543307877,.125,13601.3671,0,0,0,0
1744359013.072473115,.125,13601.3671,0,0,0,0
