时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1744379024.850045917,.144,10324.6132,0,0,0,0
1744379025.380259553,.124,10324.6132,0,0,0,0
1744379025.912216726,.124,10324.6132,0,0,0,0
1744379026.443236219,.125,10324.7617,.1484,0,4,0
1744379026.985421931,.125,10344.2617,0,0,0,0
1744379027.522965541,.124,10375.1367,0,0,0,0
1744379028.053892220,.125,10406.2070,0,0,0,0
1744379028.586755840,.124,10437.0468,0,0,0,0
1744379029.119828414,.124,10447.6718,0,0,0,0
1744379029.651641059,.125,10447.6718,0,0,0,0
1744379030.186095734,.124,10447.6718,0,0,0,0
1744379030.719959748,.124,10449.2968,0,0,0,0
1744379031.252210970,.124,10452.0468,0,0,0,0
1744379031.787810003,.125,10450.9726,0,0,0,0
1744379032.323384275,.125,10454.5703,0,0,0,0
1744379032.855990671,.124,10463.5234,0,0,0,0
1744379033.391727392,.125,10464.1601,0,0,0,0
1744379033.928002730,.124,10469.1523,0,0,0,0
1744379034.466135561,.125,10474.4023,0,0,0,0
1744379035.001644734,.125,10474.8125,0,0,0,0
1744379035.539686387,.124,10496.1875,0,0,0,0
1744379036.077169315,.125,10481.8437,0,0,0,0
1744379036.611201570,.124,10332.8437,0,0,0,0
1744379037.145431147,.123,10332.4375,0,0,0,0
1744379037.680688834,.124,10332.4375,0,0,0,0
1744379038.214264961,.125,10332.5898,0,0,0,0
1744379038.747501019,.124,10363.3398,0,0,0,0
1744379039.279718222,.124,10406.3437,0,0,0,0
1744379039.812725152,.124,10449.6718,0,0,0,0
1744379040.345689260,.125,10455.3359,0,0,0,0
1744379040.878695312,.124,10455.3359,0,0,0,0
1744379041.412220959,.124,10458.7109,0,0,0,0
1744379041.946416905,.125,10457.2617,0,0,0,0
1744379042.479276800,.124,10461.6523,0,0,0,0
1744379043.011956796,.124,10469.2890,0,0,0,0
1744379043.544802110,.124,10474.1523,0,0,0,0
1744379044.079671361,.125,10479.5625,0,0,0,0
1744379044.613413541,.125,10495.5625,0,0,0,0
1744379045.146754841,.124,10488.8476,0,0,0,0
