时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1744376336.524483149,.103,13147.6289,0,0,0,0
1744376337.052212283,.125,13147.6250,0,0,0,0
1744376337.580747803,.125,13147.7500,0,0,0,0
1744376338.107999128,.127,13147.8906,0,0,0,0
1744376338.635829851,.125,13147.8906,0,0,0,0
1744376339.164780319,.125,13148.0156,0,0,0,0
1744376339.693867004,.126,13148.1406,0,0,0,0
1744376340.221575137,.125,13148.1406,0,0,0,0
1744376340.749370854,.125,13148.3046,0,0,0,0
1744376341.279126862,.124,13148.4296,0,0,0,0
1744376341.808323759,.125,13148.4296,0,0,0,0
1744376342.336928497,.125,13148.5546,0,0,0,0
1744376342.865012484,.125,13148.6093,0,0,0,0
1744376343.393343091,.126,13148.7343,0,0,0,0
1744376343.922583152,.125,13148.7851,0,0,0,0
1744376344.451504450,.125,13148.9101,0,0,0,0
1744376344.981444532,.127,13148.9609,0,0,0,0
1744376345.512860854,.124,13149.0859,0,0,0,0
1744376346.041865153,.126,13149.1992,0,0,0,0
1744376346.570737144,.125,13149.1992,0,0,0,0
1744376347.098703208,.125,13149.3242,0,0,0,0
1744376347.627599537,.125,13149.4492,0,0,0,0
1744376348.156072125,.125,13149.4492,0,0,0,0
1744376348.686076729,.125,13149.5742,0,0,0,0
1744376349.213911313,.125,13149.6562,0,0,0,0
1744376349.742328037,.125,13149.7812,0,0,0,0
1744376350.270769141,.125,13149.7812,0,2.4531,0,10
1744376350.798945689,.125,13149.9062,0,0,0,0
1744376351.327928839,.125,13150.0312,0,0,0,0
1744376351.858073225,.127,13150.1601,0,0,0,0
1744376352.386476844,.125,13150.1601,0,0,0,0
1744376352.915003862,.125,13150.2851,0,0,0,0
1744376353.443110067,.125,13150.4101,0,0,0,0
1744376353.970761991,.125,13150.4101,0,0,0,0
1744376354.503456742,.125,13150.5351,0,0,0,0
1744376355.031751774,.125,13150.6601,0,0,0,0
1744376355.561996744,.125,13150.7617,0,0,0,0
1744376356.091017003,.125,13150.7617,0,0,0,0
1744376356.619025093,.125,13150.8867,0,0,0,0
1744376357.147743338,.125,13151.0117,0,0,0,0
1744376357.676344474,.125,13151.0117,0,0,0,0
1744376358.206198898,.125,13151.1367,0,0,0,0
1744376358.735063186,.127,13151.2617,0,0,0,0
1744376359.263334171,.125,13151.3750,0,0,0,0
1744376359.792504677,.125,13151.3750,0,0,0,0
1744376360.321058750,.126,13151.5000,0,0,0,0
