时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1755763842.3,0.0,1242.9297,0.0,0.0,0,0
1755763842.8,0.955,2813.0039,0.0,0.0,0,0
1755763843.3,0.932,3428.2305,0.0,0.0586,0,2
1755763843.8,0.625,2050.5977,0.0,0.1016,0,7
1755763844.3,0.975,3145.9609,0.0,0.0,0,0
1755763844.8,0.668,1277.3477,0.0,0.0273,0,2
1755763845.3,0.907,2817.9062,0.0,0.0,0,0
1755763845.9,0.948,3430.1875,0.0,0.0,0,0
1755763846.4,0.631,1972.0703,0.0,0.0,0,0
1755763846.9,0.96,3051.4375,0.0,0.125,0,19
1755763847.4,0.729,1738.1367,0.0,0.0,0,0
1755763847.9,0.843,2807.7891,0.0,0.0,0,0
1755763848.4,0.945,3421.0508,0.0,0.0,0,0
1755763848.9,0.637,1837.8945,0.0,0.0859,0,4
1755763849.4,0.975,2941.5977,0.0,0.0,3,0
1755763849.9,0.774,2136.2969,0.0,0.0,0,0
1755763850.4,0.803,2787.5078,0.0,0.332,0,29
1755763850.9,0.96,3423.6602,0.0,0.0,0,0
1755763851.4,0.609,1696.0742,0.0,0.0,0,0
1755763851.9,0.978,2820.4766,0.0,0.0,0,0
1755763852.4,0.834,2404.1562,0.0,0.0469,0,9
1755763852.9,0.739,2751.5625,0.0,0.0,0,0
1755763853.4,0.97,3369.5039,0.0,0.0,0,0
1755763853.9,0.615,1636.75,0.0,0.0508,0,2
1755763854.4,0.987,2808.4023,0.0,0.0,0,0
1755763854.9,0.848,2579.8594,0.0,0.1562,0,9
