时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1744377514.398426941,.138,7101.7656,0,0,0,0
1744377514.926382053,.110,7151.0507,76.1757,.0234,620,1
1744377515.454952308,.120,7183.3515,15.5703,0,140,0
1744377515.985731450,.124,7196.2734,.1718,0,12,0
1744377516.517739560,.124,7213.2617,.1171,0,13,0
1744377517.046739946,.124,7228.1953,.0625,0,5,0
1744377517.574524432,.120,7255.7812,3.7968,0,370,0
1744377518.102437436,.101,7291.0468,16.0898,0,1692,0
1744377518.630620392,.102,7293.1601,15.7343,0,1623,0
1744377519.158695984,.102,7329.8515,16.1250,0,1690,0
1744377519.687943516,.105,7367.0234,14.5078,0,1557,0
1744377520.217835840,.107,7369.6171,14.2265,0,1523,0
1744377520.747172325,.089,7395.2304,12.1679,254.6328,1309,726
1744377521.276210275,.096,7426.5351,14.0937,148.6406,1483,387
1744377521.805095531,.095,7437.6875,14.5429,137.9062,1561,358
1744377522.333374790,.093,7452.7148,15.3554,138.5625,1569,361
1744377522.862750913,.093,7482.7148,15.1328,44.5468,1537,119
1744377523.390553738,.101,7518.3710,15.6015,0,1632,0
1744377523.919852415,.099,7519.9609,15.7851,0,1630,0
1744377524.448609586,.094,7533.3593,46.7695,0,9685,0
1744377524.976576839,.097,7567.1953,33.3398,0,7142,0
1744377525.507124467,.125,7557.5273,0,0,0,0
1744377526.037244858,.124,7590.5429,0,0,0,0
1744377526.566826359,.125,7623.1250,0,0,0,0
1744377527.096714593,.124,7640.3750,0,0,0,0
1744377527.627251196,.125,7661.6718,0,0,0,0
1744377528.155280315,.124,7686.7929,0,0,0,0
1744377528.683935677,.124,7703.2773,0,0,0,0
1744377529.214002994,.125,7719.3710,0,0,0,0
1744377529.742323018,.124,7751.8085,0,0,0,0
1744377530.272462885,.124,7753.6210,0,0,0,0
1744377530.800070980,.125,7761.1953,0,0,0,0
1744377531.328580527,.124,7714.9375,0,0,0,0
1744377531.857035178,.124,7666.5351,0,0,0,0
1744377532.386614958,.125,7617.8437,0,0,0,0
1744377532.915600912,.124,7568.7851,0,0,0,0
1744377533.444335769,.124,7522.8632,0,0,0,0
1744377533.973357865,.125,7474.7968,0,0,0,0
1744377534.507484282,.124,7428.6171,0,0,0,0
1744377535.036511626,.124,7385.5078,0,.0078,0,1
1744377535.564720019,.124,7335.8046,0,0,0,0
1744377536.093143347,.125,7286.0156,0,0,0,0
1744377536.622249766,.124,7237.3359,0,0,0,0
1744377537.151607617,.124,7193.5898,0,0,0,0
1744377537.681671668,.125,7144.9257,0,0,0,0
1744377538.208284149,.124,7092.9804,0,0,0,0
1744377538.736310636,.124,7044.4921,0,0,0,0
1744377539.265162640,.124,6994.6210,0,0,0,0
1744377539.794993399,.125,6949.9257,0,0,0,0
1744377540.323159147,.124,6903.2265,0,0,0,0
1744377540.851117506,.125,6853.8203,0,0,0,0
1744377541.379240572,.124,6834.8593,0,0,0,0
1744377541.906945527,.125,6809.0742,0,0,0,0
1744377542.436198104,.124,6781.9531,0,0,0,0
1744377542.963672629,.125,6712.2968,0,0,0,0
1744377543.493867521,.125,6686.3242,0,0,0,0
1744377544.022474244,.124,6660.3828,0,0,0,0
1744377544.550562911,.124,6635.8046,0,0,0,0
1744377545.079596208,.124,6609.7968,0,0,0,0
1744377545.608693838,.124,6583.9531,0,0,0,0
1744377546.137484554,.125,6513.9726,0,0,0,0
1744377546.667292149,.124,6487.9960,0,0,0,0
1744377547.195874718,.124,6460.9179,0,0,0,0
1744377547.724699951,.124,6434.8671,0,0,0,0
1744377548.253775294,.125,6403.8984,0,0,0,0
1744377548.782428524,.124,6403.8984,0,0,0,0
1744377549.310029345,.125,6403.8320,0,0,0,0
1744377549.838625983,.124,6418.6445,0,5.6640,0,16
1744377550.367918956,.121,6450.0859,0,10.1640,0,27
1744377550.896301747,.119,6484.2382,0,20.0312,0,60
1744377551.424840606,.121,6518.6679,0,12.0000,0,33
1744377551.952704824,.120,6554.9570,0,20.0000,0,57
1744377552.481160205,.120,6592.6992,0,12.0000,0,34
1744377553.009307866,.119,6632.8750,0,24.0000,0,68
1744377553.536493077,.118,6684.9570,0,20.0000,0,56
1744377554.065291231,.113,6756.5195,0,48.0000,0,138
1744377554.593942186,.118,6830.5039,0,34.0000,0,110
1744377555.123636207,.122,6602.3320,7.3398,49.5000,178,144
1744377555.653305895,.250,6716.6015,0,2.6171,0,11
1744377556.184318327,.197,6783.1367,0,15.3828,0,46
1744377556.713659391,.087,6777.4140,0,174.0859,0,419
