时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1744373001.479277870,.285,13576.5156,0,0,0,0
1744373002.007853564,.139,13576.6640,0,0,0,0
1744373002.536832481,.127,13576.7890,0,0,0,0
1744373003.064883605,.161,13576.9218,0,0,0,0
1744373003.593147258,.177,13577.0468,0,0,0,0
1744373004.122594885,.223,13577.4921,.0664,0,3,0
1744373004.649825398,.144,13577.4726,0,0,0,0
1744373005.181662684,.135,13577.5000,0,0,0,0
1744373005.710093326,.135,13577.6015,0,0,0,0
1744373006.238600971,.127,13577.7265,0,0,0,0
1744373006.766702175,.127,13577.8515,.0390,.6914,5,4
1744373007.295980111,.176,13578.1015,0,0,0,0
1744373007.823700180,.131,13578.1640,0,0,0,0
1744373008.352968874,.126,13578.1953,0,0,0,0
1744373008.883446009,.127,13578.3203,0,0,0,0
1744373009.411981447,.126,13578.3203,0,0,0,0
1744373009.940560203,.126,13578.4453,0,0,0,0
1744373010.468857974,.125,13578.4453,0,0,0,0
1744373010.997091398,.126,13578.5703,0,0,0,0
1744373011.525931507,.125,13578.6953,0,0,0,0
1744373012.054152198,.126,13578.8007,0,0,0,0
1744373012.582773229,.135,13578.9257,0,.0156,0,1
1744373013.111643485,.129,13578.9257,0,0,0,0
1744373013.640037218,.167,13579.0507,0,0,0,0
1744373014.168656758,.125,13579.0507,0,0,0,0
1744373014.697105098,.126,13579.2382,0,0,0,0
1744373015.225336043,.126,13579.3632,0,0,0,0
1744373015.752813538,.124,13579.4414,0,0,0,0
1744373016.282101891,.126,13579.4414,0,0,0,0
1744373016.810037355,.127,13579.5664,0,1.4882,0,6
1744373017.338829141,.125,13579.6914,0,0,0,0
1744373017.868046566,.204,13579.8164,0,0,0,0
1744373018.396663743,.155,13580.0039,0,0,0,0
1744373018.923931955,.127,13580.0742,0,0,0,0
1744373019.453215141,.127,13580.1757,0,0,0,0
1744373019.982833447,.128,13580.1796,0,0,0,0
1744373020.512740553,.125,13580.3007,0,0,0,0
1744373021.042209683,.127,13580.4257,0,0,0,0
1744373021.570098836,.126,13580.4257,0,0,0,0
1744373022.098548943,.126,13580.5507,0,0,0,0
1744373022.627106470,.127,13580.6640,0,0,0,0
1744373023.156145368,.125,13580.6875,0,0,0,0
1744373023.685335554,.127,13580.8125,0,0,0,0
1744373024.213542560,.126,13580.8906,0,0,0,0
1744373024.741923594,.125,13581.0156,0,0,0,0
1744373025.269775337,.127,13581.0781,0,0,0,0
1744373025.798543844,.125,13581.2031,0,0,0,0
1744373026.326135345,.125,13581.3281,0,0,0,0
1744373026.855179745,.183,13290.4453,0,0,0,0
1744373027.384101973,.125,13290.4335,0,0,0,0
1744373027.911552678,.125,13290.5585,0,0,0,0
1744373028.440711497,.125,13290.6835,0,0,0,0
1744373028.969379630,.126,13290.6835,0,0,0,0
1744373029.497177584,.124,13290.8085,0,0,0,0
1744373030.026218278,.125,13290.9335,0,0,0,0
1744373030.555264662,.125,13291.0195,0,0,0,0
1744373031.084138432,.125,13291.0195,0,0,0,0
1744373031.612105837,.125,13291.1445,0,0,0,0
1744373032.140202693,.127,13291.2695,0,0,0,0
1744373032.669940110,.126,13291.3945,0,0,0,0
1744373033.198581904,.125,13291.5234,0,0,0,0
1744373033.727930212,.126,13291.5937,0,0,0,0
1744373034.256677787,.127,13291.6562,0,0,0,0
1744373034.784899302,.133,13291.8476,0,0,0,0
1744373035.312751229,.125,13291.9492,0,0,0,0
1744373035.840701317,.135,13291.9921,0,0,0,0
1744373036.368297277,.126,13292.1171,0,0,0,0
1744373036.895840661,.134,13292.1171,0,0,0,0
1744373037.425008647,.125,13292.2421,0,0,0,0
1744373037.953822682,.126,13292.3671,0,0,0,0
1744373038.482425092,.125,13292.3242,0,0,0,0
1744373039.012160287,.126,13292.4453,0,0,0,0
1744373039.540400660,.125,13292.5937,0,0,0,0
1744373040.068870405,.127,13292.6210,0,0,0,0
1744373040.601659969,.126,13292.7460,0,0,0,0
1744373041.130381313,.125,13292.7460,0,0,0,0
1744373041.657927084,.130,13292.8710,0,0,0,0
1744373042.188677155,.124,13292.9960,0,0,0,0
1744373042.718169733,.125,13293.0273,0,0,0,0
1744373043.246279431,.127,13293.1523,0,.0156,0,1
1744373043.774585059,.125,13293.2460,0,0,0,0
1744373044.303607062,.125,13293.2460,0,0,0,0
1744373044.833448310,.125,13293.3710,0,0,0,0
1744373045.362293351,.125,13293.4960,0,0,0,0
1744373045.890995450,.125,13293.4960,0,0,0,0
1744373046.419584124,.126,13293.6210,0,0,0,0
1744373046.948542262,.125,13293.7382,0,0,0,0
1744373047.475799517,.124,13293.8242,0,4.3828,0,15
1744373048.004816749,.132,13293.8867,0,0,0,0
