时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1755761936.9,0.5,1259.9375,0.0,0.0,0,0
1755761937.4,0.942,2770.0586,0.0,0.0,0,0
1755761937.9,0.988,3943.4531,0.0,0.0,0,0
1755761938.4,0.975,4443.7617,0.0,0.0,0,0
1755761938.9,0.992,4597.0781,0.0,0.0859,0,7
1755761939.4,0.612,4612.5938,0.0,0.0312,3,2
1755761939.9,0.244,4472.582,0.0,0.0,0,0
1755761940.4,0.256,4344.2305,0.0,0.375,0,30
1755761940.9,0.219,2924.1914,0.0,0.0,0,0
1755761941.4,0.623,2201.5664,0.0,0.0,0,0
1755761941.9,0.982,3572.8008,0.0,0.0,0,0
1755761942.4,0.982,4347.5,0.0,0.0,0,0
1755761942.9,0.995,4568.2422,0.0,0.0,0,0
1755761943.4,0.895,4629.9805,0.0,0.1172,0,20
1755761943.9,0.256,4560.875,0.0,0.0,0,0
1755761944.4,0.158,4492.4141,0.0,0.0,0,0
1755761944.9,0.125,4491.1758,0.0,0.0664,0,4
1755761945.4,0.337,1580.6133,0.0,0.0,0,0
1755761945.9,0.977,3130.5117,0.0,0.0938,0,2
1755761946.4,0.985,4254.9141,0.0,0.0,0,0
1755761946.9,0.963,4502.2383,0.0,0.0,0,0
1755761947.4,0.985,4609.9883,0.0,0.0,0,0
1755761947.9,0.398,4601.1602,0.0,0.0078,0,1
1755761948.4,0.263,4625.2852,0.0,0.0742,0,16
1755761948.9,0.252,4540.3711,0.0,0.0,0,0
1755761949.4,0.188,1272.6914,0.0,0.0,3,0
1755761949.9,0.91,2756.668,0.0,0.168,0,9
1755761950.4,0.973,3944.3047,0.0,0.5469,0,80
1755761950.9,0.96,4476.3594,0.0,0.0,0,0
1755761951.4,0.978,4636.043,0.0,0.0117,0,3
1755761951.9,0.681,4606.2656,0.0,0.0,0,0
1755761952.4,0.263,4499.4102,0.0,0.0,0,0
1755761952.9,0.127,4391.1641,0.0,0.0,0,0
1755761953.4,0.136,3998.8945,0.0,0.0586,0,11
1755761953.9,0.474,1860.0859,0.0,0.0,0,0
1755761954.4,0.977,3249.2852,0.0,0.0664,0,13
1755761954.9,0.958,4300.2812,0.0,0.0,0,0
1755761955.4,0.997,4528.6484,0.0,0.043,0,4
1755761955.9,0.983,4577.6211,0.0,0.0742,0,2
1755761956.4,0.209,4558.6914,0.0,0.0,0,0
1755761956.9,0.128,4517.0469,0.0,0.0,0,0
1755761957.4,0.132,4479.4258,0.0,0.0,0,0
1755761957.9,0.228,1344.1484,0.0,0.0,0,0
1755761958.4,0.949,2917.1484,0.0,0.0039,0,1
1755761958.9,0.993,4157.2148,0.0,0.0,0,0
1755761959.4,0.947,4503.6992,0.0,0.0,3,0
1755761959.9,0.985,4591.0547,0.0,0.0,0,0
1755761960.4,0.542,4558.0156,0.0,0.4219,0,39
1755761960.9,0.257,4542.6758,0.0,0.1328,0,7
1755761961.4,0.261,4374.5234,0.0,0.0,0,0
1755761961.9,0.199,1701.4414,0.0,0.0,0,0
1755761962.4,0.827,2570.8516,0.0,0.0,0,0
1755761962.9,0.985,3882.5312,0.0,0.0,0,0
1755761963.4,0.983,4445.3438,0.0,0.0,0,0
1755761963.9,0.982,4619.5781,0.0,0.0,0,0
1755761964.4,0.684,4564.4219,0.0,0.0,0,0
1755761964.9,0.248,4501.1484,0.0,0.0,0,0
1755761965.4,0.247,4518.8359,0.0,0.0312,0,3
1755761965.9,0.228,3211.2891,0.0,0.1836,0,28
1755761966.4,0.615,2064.7812,0.0,0.0,0,0
1755761966.9,0.98,3559.0625,0.0,0.0,0,0
1755761967.4,0.94,4361.0742,0.0,0.0,0,0
1755761967.9,1.0,4555.7344,0.0,0.0156,0,2
1755761968.4,0.907,4612.332,0.0,0.0078,0,2
1755761968.9,0.13,4564.3438,0.0,0.0,0,0
1755761969.4,0.14,4469.5156,0.0,0.0,3,0
1755761969.9,0.13,4447.9297,0.0,0.0,0,0
1755761970.4,0.39,1645.8984,0.0,0.3516,0,28
1755761971.0,0.98,3192.8438,0.0,0.0547,0,2
1755761971.5,0.929,4290.168,0.0,0.0469,0,9
1755761972.0,0.972,4531.3125,0.0,0.1328,0,8
1755761972.5,0.988,4631.6875,0.0,0.0,0,0
1755761973.0,0.411,4510.75,0.0,0.0,0,0
1755761973.5,0.213,4370.7227,0.0,0.0,0,0
1755761974.0,0.129,4310.8398,0.0,0.0,0,0
1755761974.5,0.133,1270.4609,0.0,0.0,0,0
1755761975.0,0.95,2769.9688,0.0,0.0,0,0
1755761975.5,0.99,3997.2305,0.0,0.0273,0,2
1755761976.0,0.955,4494.832,0.0,0.0195,0,4
1755761976.5,0.975,4511.582,0.0,0.0586,0,9
1755761977.0,0.611,4523.3672,0.0,0.0898,0,2
1755761977.5,0.254,4415.6602,0.0,0.0,0,0
1755761978.0,0.251,4350.3516,0.0,0.0,0,0
1755761978.5,0.212,2422.375,0.0,0.0,0,0
