时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1755761978.6,0.0,1259.0742,0.0,0.0,0,0
1755761979.1,0.948,2768.418,0.0,0.0,0,0
1755761979.6,0.965,3941.0391,0.0,0.0,3,0
1755761980.1,0.942,4413.5352,0.0,0.0,0,0
1755761980.6,0.975,4625.1758,0.0,0.3242,0,28
1755761981.1,0.645,4599.582,0.0,0.0,0,0
1755761981.6,0.254,4470.6797,0.0,0.0547,0,2
1755761982.1,0.13,4300.4727,0.0,0.082,0,19
1755761982.6,0.139,3321.8125,0.0,0.0,0,0
1755761983.1,0.601,2174.7734,0.0,0.125,0,7
1755761983.6,0.977,3500.9727,0.0,0.0,0,0
1755761984.1,0.945,4387.1562,0.0,0.0,0,0
1755761984.6,0.972,4580.3359,0.0,0.0,0,0
1755761985.1,0.933,4489.8945,0.0,0.0273,0,2
1755761985.6,0.127,4485.957,0.0,0.0,0,0
1755761986.1,0.206,4490.4219,0.0,0.0,0,0
1755761986.6,0.257,4457.5664,0.0,0.0,0,0
1755761987.1,0.348,1545.7188,0.0,0.0156,0,2
1755761987.6,0.954,3058.6992,0.0,0.0352,0,7
1755761988.1,0.98,4272.918,0.0,0.0703,0,2
1755761988.6,0.95,4487.0117,0.0,0.0,0,0
1755761989.1,0.985,4621.8711,0.0,0.25,0,58
1755761989.6,0.434,4543.9492,0.0,0.0,3,0
1755761990.1,0.255,4395.8359,0.0,0.0,0,0
1755761990.6,0.258,4291.1836,0.0,0.3594,0,31
1755761991.1,0.185,1315.5586,0.0,0.0,0,0
1755761991.6,0.89,2696.8594,0.0,0.0,0,0
1755761992.1,0.985,3902.4727,0.0,0.0391,0,2
1755761992.6,0.927,4429.5938,0.0,0.0547,0,10
1755761993.1,0.987,4607.418,0.0,0.0,0,0
1755761993.6,0.661,4603.0938,0.0,0.0,0,0
1755761994.2,0.13,4459.5977,0.0,0.1484,0,8
1755761994.7,0.13,4482.4844,0.0,0.0,0,0
1755761995.2,0.13,3283.0742,0.0,0.0273,0,2
1755761995.7,0.599,2108.3789,0.0,0.0,0,0
1755761996.2,0.936,3437.0391,0.0,0.0,0,0
1755761996.7,0.937,4344.3828,0.0,0.0,0,0
1755761997.2,0.985,4510.4961,0.0,0.0,0,0
1755761997.7,0.965,4607.4492,0.0,0.0156,0,2
1755761998.2,0.252,4532.3945,0.0,0.0,0,0
1755761998.7,0.247,4437.125,0.0,0.0625,0,15
1755761999.2,0.254,4433.457,0.0,0.0625,0,3
1755761999.7,0.317,1494.3398,0.0,0.0,3,0
1755762000.2,0.977,3092.4727,0.0,0.0,0,0
1755762000.7,0.992,4250.5898,0.0,0.3359,0,28
1755762001.2,0.929,4490.5312,0.0,0.0,0,0
1755762001.7,0.988,4575.1797,0.0,0.0,0,0
1755762002.2,0.48,4594.1289,0.0,0.0,0,0
1755762002.7,0.224,4562.8594,0.0,0.0391,0,2
1755762003.2,0.132,4562.8594,0.0,0.0,0,0
1755762003.7,0.178,1615.4375,0.0,0.0469,0,9
1755762004.2,0.84,2704.6094,0.0,0.0,0,0
1755762004.7,0.982,3834.6719,0.0,0.0,0,0
1755762005.2,0.942,4418.8867,0.0,0.1992,0,12
1755762005.7,0.98,4590.6602,0.0,0.0,0,0
1755762006.2,0.717,4600.75,0.0,0.0,0,0
1755762006.7,0.259,4523.0234,0.0,0.0,0,0
1755762007.2,0.24,4368.0,0.0,0.0,0,0
1755762007.7,0.252,4100.2539,0.0,0.0156,0,2
1755762008.2,0.46,1899.3359,0.0,0.0,0,0
1755762008.7,0.967,3287.7891,0.0,0.0,0,0
1755762009.2,0.943,4309.5664,0.0,0.0,0,0
1755762009.7,0.998,4540.1484,0.0,0.0977,3,19
1755762010.2,0.985,4629.9688,0.0,0.0859,0,2
1755762010.7,0.333,4632.6758,0.0,0.3047,0,28
1755762011.2,0.183,4488.5703,0.0,0.0,0,0
1755762011.7,0.137,4431.875,0.0,0.0,0,0
1755762012.2,0.241,1379.7539,0.0,0.0,0,0
1755762012.7,0.972,2980.0977,0.0,0.0,0,0
1755762013.2,0.993,4181.2617,0.0,0.0703,0,2
1755762013.7,0.935,4465.0078,0.0,0.0,0,0
1755762014.2,0.993,4636.2852,0.0,0.0,0,0
1755762014.7,0.397,4605.4414,0.0,0.0508,0,9
1755762015.2,0.13,4507.5195,0.0,0.0273,0,2
1755762015.7,0.127,4450.7734,0.0,0.1719,0,13
1755762016.2,0.128,1464.3516,0.0,0.0,0,0
1755762016.7,0.857,2709.8438,0.0,0.0,0,0
1755762017.2,0.985,3866.4844,0.0,0.0,0,0
1755762017.7,0.935,4442.5586,0.0,0.0,0,0
1755762018.2,0.987,4625.6523,0.0,0.0156,0,2
1755762018.7,0.734,4619.7422,0.0,0.0,0,0
1755762019.2,0.252,4475.2969,0.0,0.0,0,0
1755762019.7,0.248,4330.1836,0.0,0.0,3,0
1755762020.2,0.226,3051.2266,0.0,0.0,0,0
