时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1755763462.6,0.5,1249.375,0.0,0.0,0,0
1755763463.1,0.952,3100.4922,0.0,0.0,0,0
1755763463.6,0.909,4058.2852,0.0,0.0,0,0
1755763464.1,0.998,3889.4883,0.0,0.0586,0,2
1755763464.6,0.99,4062.9844,0.0,0.0,0,0
1755763465.1,0.691,2073.2734,0.0,0.0273,0,2
1755763465.6,0.759,2588.8438,0.0,0.0586,0,2
1755763466.1,0.995,3852.7812,0.0,0.0,0,0
1755763466.6,0.998,4549.4688,0.0,0.0,0,0
1755763467.1,0.955,4053.4766,0.0,0.0039,0,1
1755763467.6,0.906,4204.1719,0.0,0.0,0,0
1755763468.1,0.511,2061.6562,0.0,0.0,0,0
1755763468.6,0.977,3746.9062,0.0,0.0,0,0
1755763469.1,0.998,4298.4023,0.0,0.0078,0,1
1755763469.6,1.0,4879.3867,0.0,0.0156,3,2
1755763470.1,0.943,5021.3828,0.0,0.1289,0,7
1755763470.6,0.401,1271.8906,0.0,0.3516,0,31
1755763471.1,0.982,3431.8555,0.0,0.0391,0,9
1755763471.6,0.998,4050.5195,0.0,0.0,0,0
1755763472.1,0.997,4647.543,0.0,0.0,0,0
1755763472.6,0.955,5013.9766,0.0,0.0,0,0
1755763473.1,0.65,2284.0977,0.0,0.0,0,0
1755763473.6,0.734,2527.6875,0.0,0.0,0,0
1755763474.1,0.995,3843.0586,0.0,0.0,0,0
1755763474.6,0.997,4540.7305,0.0,0.0391,0,2
1755763475.1,0.968,4265.2266,0.0,0.1719,0,27
1755763475.6,0.911,4400.7422,0.0,0.0742,0,2
1755763476.1,0.465,1905.3047,0.0,0.0,0,0
1755763476.6,0.931,3502.207,0.0,0.0,0,0
1755763477.1,0.972,4336.957,0.0,0.0,0,0
1755763477.6,0.998,3912.9766,0.0,0.0,0,0
1755763478.1,0.992,4561.1445,0.0,0.0,0,0
1755763478.6,0.443,1473.3867,0.0,0.0,0,0
1755763479.1,0.985,3734.0,0.0,0.0,0,0
1755763479.6,1.0,4136.1094,0.0,0.0,3,0
1755763480.1,0.998,4794.9023,0.0,0.0391,0,2
1755763480.6,0.953,5014.1719,0.0,0.3086,0,28
1755763481.1,0.536,1675.1445,0.0,0.1016,0,7
1755763481.6,0.837,2705.5352,0.0,0.0078,0,1
1755763482.1,0.995,3911.6367,0.0,0.0,0,0
1755763482.6,1.0,4608.5586,0.0,0.0,0,0
1755763483.1,0.953,4344.7461,0.0,0.0,0,0
1755763483.6,0.827,3604.582,0.0,0.0,0,0
1755763484.1,0.569,2133.2852,0.0,0.0,0,0
1755763484.6,0.993,3742.0,0.0,0.0,0,0
1755763485.1,0.997,4388.9648,0.0,0.0547,0,4
1755763485.6,1.0,4950.5508,0.0,0.0,0,0
1755763486.1,0.955,5014.7773,0.0,0.0664,0,2
1755763486.6,0.391,1597.7812,0.0,0.0,0,0
1755763487.1,0.99,3735.5977,0.0,0.0,0,0
1755763487.6,0.998,4182.7422,0.0,0.0,0,0
1755763488.1,1.0,4828.2461,0.0,0.0,0,0
1755763488.6,0.96,5017.957,0.0,0.0,0,0
