时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1744377644.592560188,.101,7470.2773,0,0,0,0
1744377645.121103451,.340,7546.8750,0,.0156,0,2
1744377645.656532963,.373,7558.6250,0,0,0,0
1744377646.191381564,.375,7561.0000,0,0,0,0
1744377646.725908635,.375,7690.5937,0,0,0,0
1744377647.257444756,.375,7899.8437,0,0,0,0
1744377647.789338005,.375,8106.4687,0,0,0,0
1744377648.320439991,.372,8309.5937,0,0,0,0
1744377648.853981933,.376,8518.2187,0,0,0,0
1744377649.386903030,.369,8678.6406,0,0,0,0
1744377649.920938750,.352,8710.8359,.0117,.0039,3,1
1744377650.451571975,.358,8710.9218,.0078,162.9804,2,442
1744377650.981197697,.271,7491.8945,0,0,0,0
1744377651.514309336,.250,7531.9882,0,0,0,0
1744377652.045708340,.375,7556.5390,0,0,0,0
1744377652.575550693,.373,7558.6640,0,0,0,0
1744377653.105776749,.375,7561.2734,0,0,0,0
1744377653.638756172,.374,7756.7734,0,0,0,0
1744377654.172375418,.373,8035.2734,0,0,0,0
1744377654.704721643,.374,8314.7578,0,0,0,0
1744377655.236231048,.374,8590.4140,0,0,0,0
1744377655.768575963,.359,8678.6484,0,0,0,0
1744377656.297551313,.343,8710.7421,0,0,0,0
1744377656.829224814,.347,8425.3281,0,0,0,0
