1|1|{"datetime": "2010-08-01T12:12:48.000+00:00"}|[(Decimal('2010'), False, 2, 122234, Decimal('105.2567288970335586'), Decimal('12865951'), Decimal('0.29718361908837173116')), (Decimal('2010'), False, 3, 14743, Decimal('204.2728752628366004'), Decimal('3011595'), Decimal('0.03584418489307283107')), (Decimal('2010'), True, 0, 14284, Decimal('4.1841921030523663'), Decimal('59767'), Decimal('0.03472823285712896418')), (Decimal('2010'), True, 1, 2101, Decimal('76.5668729176582580'), Decimal('160867'), Decimal('0.00510809417759926867')), (Decimal('2010'), True, 2, 4793, Decimal('92.5524723555184644'), Decimal('443604'), Decimal('0.01165306777402822216')), (Decimal('2010'), True, 3, 326, Decimal('175.1196319018404908'), Decimal('57089'), Decimal('0.00079259338500588367'))]
1|1|{"datetime": "2010-06-11T09:21:46.000+00:00"}|[(Decimal('2010'), False, 2, 65831, Decimal('105.2525254059637557'), Decimal('6928879'), Decimal('0.28919161124241119672')), (Decimal('2010'), False, 3, 7943, Decimal('204.0871207352385748'), Decimal('1621064'), Decimal('0.03489311977789297042')), (Decimal('2010'), True, 0, 4845, Decimal('4.1851393188854489'), Decimal('20277'), Decimal('0.02128379268839121764')), (Decimal('2010'), True, 1, 713, Decimal('76.6030855539971950'), Decimal('54618'), Decimal('0.00313216598283239178')), (Decimal('2010'), True, 2, 1635, Decimal('92.0574923547400612'), Decimal('150514'), Decimal('0.00718245635614440471')), (Decimal('2010'), True, 3, 109, Decimal('171.5504587155963303'), Decimal('18699'), Decimal('0.00047883042374296031'))]
1|1|{"datetime": "2010-02-26T03:51:21.000+00:00"}|[(Decimal('2010'), False, 2, 10241, Decimal('105.3075871496924129'), Decimal('1078455'), Decimal('0.35297969875573018991')), (Decimal('2010'), False, 3, 1230, Decimal('205.3764227642276423'), Decimal('252613'), Decimal('0.04239478854306690104')), (Decimal('2010'), True, 0, 188, Decimal('4.1489361702127660'), Decimal('780'), Decimal('0.00647985385861510357')), (Decimal('2010'), True, 1, 21, Decimal('76.3333333333333333'), Decimal('1603'), Decimal('0.00072381346293041051')), (Decimal('2010'), True, 2, 57, Decimal('90.8421052631578947'), Decimal('5178'), Decimal('0.00196463654223968566')), (Decimal('2010'), True, 3, 3, Decimal('171.3333333333333333'), Decimal('514'), Decimal('0.00010340192327577293'))]
1|1|{"datetime": "2010-08-04T10:58:09.000+00:00"}|[(Decimal('2010'), False, 2, 123450, Decimal('105.2609639530174160'), Decimal('12994466'), Decimal('0.29376630051971292048')), (Decimal('2010'), False, 3, 14871, Decimal('204.3100665725237039'), Decimal('3038295'), Decimal('0.03538759542348036323')), (Decimal('2010'), True, 0, 14867, Decimal('4.1857133248133450'), Decimal('62229'), Decimal('0.03537807687182318338')), (Decimal('2010'), True, 1, 2188, Decimal('76.5818098720292505'), Decimal('167561'), Decimal('0.00520664775647737440')), (Decimal('2010'), True, 2, 4983, Decimal('92.5683323299217339'), Decimal('461268'), Decimal('0.01185773572693179006')), (Decimal('2010'), True, 3, 336, Decimal('175.1190476190476190'), Decimal('58840'), Decimal('0.00079955833920310686'))]
1|1|{"datetime": "2010-07-21T06:06:50.000+00:00"}|[(Decimal('2010'), False, 2, 103149, Decimal('105.2546995123559123'), Decimal('10856917'), Decimal('0.28686286070260529068')), (Decimal('2010'), False, 3, 12430, Decimal('204.2590506838294449'), Decimal('2538940'), Decimal('0.03456849177920662113')), (Decimal('2010'), True, 0, 11027, Decimal('4.1857259454067289'), Decimal('46156'), Decimal('0.03066667408280864129')), (Decimal('2010'), True, 1, 1603, Decimal('76.5776668746101061'), Decimal('122754'), Decimal('0.00445802834449462701')), (Decimal('2010'), True, 2, 3701, Decimal('92.5698459875709268'), Decimal('342601'), Decimal('0.01029267804302845574')), (Decimal('2010'), True, 3, 254, Decimal('171.9724409448818898'), Decimal('43681'), Decimal('0.00070638752308274190'))]
2|2a|{"date": "2010-06-08", "tagClass": "ChristianBishop"}|[('Pope_John_Paul_II', 411, 632, 221), ('Pope_Benedict_XVI', 503, 648, 145), ('Pope_Pius_IX', 182, 294, 112), ('Pope_Pius_XII', 291, 388, 97), ('Pope_Paul_VI', 245, 333, 88), ('Pope_John_XXIII', 221, 301, 80), ('Pope_Pius_XI', 214, 287, 73), ('Pope_Leo_XIII', 195, 258, 63), ('Pope_Pius_X', 203, 254, 51), ('Pope_Gregory_I', 233, 261, 28), ('Pope_Sixtus_V', 3, 8, 5), ('Thomas_Becket', 0, 4, 4), ('Pope_Clement_VII', 1, 4, 3), ('Ambrose', 5, 6, 1), ('Charles_Borromeo', 0, 1, 1), ('Pope_Benedict_XIV', 1, 0, 1), ('Pope_Boniface_VIII', 1, 2, 1), ('Pope_Urban_VIII', 0, 1, 1), ('Anselm_of_Canterbury', 0, 0, 0), ('Augustine_of_Canterbury', 0, 0, 0), ('John_Henry_Newman', 0, 0, 0), ('Pope_Adrian_IV', 0, 0, 0), ('Pope_Alexander_III', 0, 0, 0), ('Pope_Alexander_VI', 0, 0, 0), ('Pope_Alexander_VII', 0, 0, 0), ('Pope_Clement_V', 0, 0, 0), ('Pope_Clement_VIII', 0, 0, 0), ('Pope_Clement_XI', 0, 0, 0), ('Pope_Eugene_III', 0, 0, 0), ('Pope_Eugene_IV', 0, 0, 0), ('Pope_Gregory_IX', 0, 0, 0), ('Pope_Gregory_XIII', 0, 0, 0), ('Pope_Gregory_XVI', 0, 0, 0), ('Pope_Innocent_III', 0, 0, 0), ('Pope_Innocent_X', 0, 0, 0), ('Pope_Innocent_XI', 0, 0, 0), ('Pope_John_Paul_I', 0, 0, 0), ('Pope_Julius_II', 0, 0, 0), ('Pope_Leo_I', 0, 0, 0), ('Pope_Leo_X', 0, 0, 0), ('Pope_Paul_III', 0, 0, 0), ('Pope_Paul_IV', 0, 0, 0), ('Pope_Paul_V', 0, 0, 0), ('Pope_Pius_II', 0, 0, 0), ('Pope_Pius_IV', 0, 0, 0), ('Pope_Pius_VI', 0, 0, 0), ('Pope_Pius_VII', 0, 0, 0), ('Pope_Sixtus_IV', 0, 0, 0), ('Rowan_Williams', 0, 0, 0)]
2|2a|{"date": "2010-06-11", "tagClass": "OfficeHolder"}|[('Sonia_Gandhi', 13748, 451, 13297), ('Siad_Barre', 12278, 468, 11810), ('Hamid_Karzai', 1713, 2753, 1040), ('Abdullah_Ahmad_Badawi', 66, 464, 398), ('Arnold_Schwarzenegger', 812, 1203, 391), ('Alfred_Rosenberg', 392, 16, 376), ('Fidel_Castro', 762, 1059, 297), ('John_Howard', 854, 1140, 286), ('Pierre_Trudeau', 435, 670, 235), ('George_W._Bush', 535, 744, 209), ('John_F._Kennedy', 374, 578, 204), ('Barack_Obama', 488, 685, 197), ('Richard_Nixon', 405, 599, 194), ('Kevin_Rudd', 603, 796, 193), ('Stephen_Harper', 440, 632, 192), ('Franklin_D._Roosevelt', 427, 618, 191), ('Ronald_Reagan', 460, 650, 190), ('Bill_Clinton', 423, 604, 181), ('George_Washington', 386, 566, 180), ('Jean_Chrétien', 228, 405, 177), ('Charles_de_Gaulle', 367, 540, 173), ('Joseph_Stalin', 378, 541, 163), ('Lyndon_B._Johnson', 340, 503, 163), ('Abraham_Lincoln', 380, 534, 154), ('Dwight_D._Eisenhower', 392, 544, 152), ('Aung_San_Suu_Kyi', 433, 584, 151), ('Thomas_Jefferson', 344, 492, 148), ('George_H._W._Bush', 345, 490, 145), ('Woodrow_Wilson', 341, 482, 141), ('Nelson_Mandela', 322, 461, 139), ('Theodore_Roosevelt', 398, 536, 138), ('Margaret_Thatcher', 337, 473, 136), ('James_Madison', 264, 398, 134), ('Al_Gore', 284, 417, 133), ('Simón_Bolívar', 358, 489, 131), ('Tony_Blair', 357, 478, 121), ('David_Cameron', 229, 349, 120), ('Gerald_Ford', 342, 460, 118), ('Winston_Churchill', 443, 561, 118), ('Herbert_Hoover', 231, 348, 117), ('Ulysses_S._Grant', 347, 464, 117), ('Mao_Zedong', 335, 450, 115), ('Otto_von_Bismarck', 222, 337, 115), ('Thomas_More', 262, 376, 114), ('Evo_Morales', 350, 463, 113), ('Andrew_Johnson', 234, 342, 108), ('Jimmy_Carter', 387, 494, 107), ('Nikita_Khrushchev', 250, 356, 106), ('Henry_Kissinger', 261, 366, 105), ('Jacqueline_Kennedy_Onassis', 224, 327, 103), ('James_Monroe', 209, 305, 96), ('Dick_Cheney', 228, 323, 95), ('Gamal_Abdel_Nasser', 336, 429, 93), ('Warren_G._Harding', 230, 322, 92), ('Augusto_Pinochet', 204, 295, 91), ('Ferdinand_Marcos', 241, 332, 91), ('Hermann_Göring', 265, 356, 91), ('Alexander_Hamilton', 252, 342, 90), ('Nicolas_Sarkozy', 362, 452, 90), ('Calvin_Coolidge', 253, 342, 89), ('François_Mitterrand', 282, 367, 85), ('Michael_Bloomberg', 121, 206, 85), ('Grover_Cleveland', 238, 322, 84), ('Hillary_Rodham_Clinton', 313, 397, 84), ('John_Adams', 251, 335, 84), ('Muhammad_Ali_Jinnah', 230, 313, 83), ('Ban_Ki-moon', 216, 298, 82), ('George_B._McClellan', 105, 187, 82), ('Thaksin_Shinawatra', 131, 212, 81), ('Condoleezza_Rice', 156, 236, 80), ('Jawaharlal_Nehru', 282, 362, 80), ('Harry_S._Truman', 362, 441, 79), ('Pervez_Musharraf', 211, 290, 79), ('Ron_Paul', 98, 176, 78), ('Sarah_Palin', 184, 262, 78), ('Indira_Gandhi', 255, 331, 76), ('Eleanor_Roosevelt', 276, 351, 75), ('Mahathir_Mohamad', 177, 251, 74), ('Vladimir_Lenin', 389, 463, 74), ('William_Lyon_Mackenzie_King', 273, 347, 74), ('Robert_F._Kennedy', 275, 348, 73), ('Andrew_Jackson', 299, 371, 72), ('Rutherford_B._Hayes', 231, 303, 72), ('Ariel_Sharon', 131, 202, 71), ('Jacques_Chirac', 341, 412, 71), ('Joseph_McCarthy', 207, 278, 71), ('William_Henry_Harrison', 198, 269, 71), ('Francisco_Franco', 352, 422, 70), ('Henry_Clay', 172, 242, 70), ('Mustafa_Kemal_Atatürk', 251, 321, 70), ('Rudy_Giuliani', 192, 262, 70), ('Colin_Powell', 204, 273, 69), ('Jacob_Zuma', 26, 95, 69), ('James_Buchanan', 204, 272, 68), ('Oliver_Cromwell', 318, 385, 67), ('James_A._Garfield', 247, 313, 66), ('Toyotomi_Hideyoshi', 99, 165, 66), ('Gordon_Brown', 305, 370, 65), ('Luiz_Inácio_Lula_da_Silva', 80, 145, 65), ('Donald_Rumsfeld', 192, 256, 64)]
2|2a|{"date": "2010-06-06", "tagClass": "Album"}|[('Left_Behind', 44, 119, 75), ('The_Dark_Side_of_the_Moon', 105, 177, 72), ('Born_in_the_U.S.A.', 23, 88, 65), ('The_Joshua_Tree', 37, 102, 65), ('Hotel_California', 39, 102, 63), ('Exile_on_Main_St.', 39, 101, 62), ('Let_It_Be', 44, 106, 62), ('Quadrophenia', 46, 106, 60), ('Blonde_on_Blonde', 34, 90, 56), ('Blood-Rooted', 60, 6, 54), ('American_Idiot', 32, 85, 53), ('Nevermind', 53, 106, 53), ('Back_in_Black', 36, 88, 52), ('Rumours', 45, 97, 52), ('The_Grey_Album', 36, 88, 52), ('The_Wall', 69, 118, 49), ('Rattle_and_Hum', 26, 74, 48), ('The_Bedlam_in_Goliath', 17, 65, 48), ('With_the_Lights_Out', 23, 71, 48), ('America:_A_Tribute_to_Heroes', 31, 78, 47), ('The_Business_–_the_Definitive_Singles_Collection', 58, 11, 47), ('September_of_My_Years', 15, 61, 46), ('U.F.Orb', 54, 9, 45), ('Distant_Relatives', 60, 16, 44), ('Led_Zeppelin_IV', 27, 71, 44), ('London_Calling', 36, 80, 44), ('Welcome_to_Jamrock', 71, 27, 44), ('Abbey_Road', 98, 141, 43), ('HIStory:_Past,_Present_and_Future,_Book_I', 31, 74, 43), ('Rubber_Soul', 31, 74, 43), ('Tubular_Bells', 32, 75, 43), ('Come_Away_with_Me', 26, 68, 42), ('In_Rainbows', 57, 99, 42), ('The_Köln_Concert', 54, 12, 42), ('Complete_Madness', 60, 19, 41), ('Elected', 21, 61, 40), ('From_a_Basement_on_the_Hill', 19, 59, 40), ('The_Wall_–_Live_in_Berlin', 22, 62, 40), ('Blood_on_the_Tracks', 36, 74, 38), ('Doggystyle', 23, 61, 38), ('In_the_Wee_Small_Hours', 13, 51, 38), ('John_Lennon/Plastic_Ono_Band', 30, 68, 38), ('Sticky_Fingers', 23, 61, 38), ('UHF_–_Original_Motion_Picture_Soundtrack_and_Other_Stuff', 14, 52, 38), ('Beggars_Banquet', 25, 62, 37), ('Hold_Your_Colour', 44, 7, 37), ('Mingus_Ah_Um', 22, 59, 37), ('Nightflight_to_Venus', 50, 13, 37), ('Tales_of_Mystery_and_Imagination', 16, 53, 37), ('The_Marshall_Mathers_LP', 25, 62, 37), ('Viva_la_Vida_or_Death_and_All_His_Friends', 29, 66, 37), ('Who_Are_You', 19, 56, 37), ('American_Life', 11, 47, 36), ('At_Folsom_Prison', 78, 114, 36), ('Falling_into_You', 21, 57, 36), ('Kind_of_Blue', 33, 69, 36), ('Original_Soundtracks_1', 13, 49, 36), ('Please_Please_Me', 53, 89, 36), ('Ray_of_Light', 26, 62, 36), ('Switched-On_Bach', 24, 60, 36), ('The_Chronic', 27, 63, 36), ('The_Don_Killuminati:_The_7_Day_Theory', 23, 59, 36), ('Your_Songs', 11, 47, 36), ('Band_of_Gypsys', 32, 67, 35), ('Born_to_Run', 42, 77, 35), ('Frizzle_Fry', 25, 60, 35), ('Funky_Divas', 6, 41, 35), ('Goodbye_Yellow_Brick_Road', 26, 61, 35), ('I_Am..._Sasha_Fierce', 27, 62, 35), ('Instant_Karma:_The_Amnesty_International_Campaign_to_Save_Darfur', 16, 51, 35), ('Magical_Mystery_Tour', 36, 71, 35), ('Nashville_Skyline', 27, 62, 35), ('Natty_Dread', 57, 22, 35), ('Time_Out_of_Mind', 19, 54, 35), ('21st_Century_Breakdown', 20, 54, 34), ('Band_on_the_Run', 24, 58, 34), ('Introspective', 8, 42, 34), ('Seventh_Son_of_a_Seventh_Son', 22, 56, 34), ('Stadium_Arcadium', 12, 46, 34), ('The_Rise_and_Fall_of_Ziggy_Stardust_and_the_Spiders_from_Mars', 23, 57, 34), ('VH1_Divas', 14, 48, 34), ('...Baby_One_More_Time', 29, 62, 33), ('American_IV:_The_Man_Comes_Around', 15, 48, 33), ('Definitely_Maybe', 26, 59, 33), ('From_the_Muddy_Banks_of_the_Wishkah', 16, 49, 33), ('Laundry_Service', 27, 60, 33), ('Like_a_Virgin', 38, 71, 33), ('MTV_Unplugged_in_New_York', 34, 67, 33), ('Parachutes', 19, 52, 33), ('Straight_Outta_Compton', 24, 57, 33), ('All_Things_Must_Pass', 26, 58, 32), ('Another_Green_World', 13, 45, 32), ('Astral_Weeks', 16, 48, 32), ('Bitches_Brew', 18, 50, 32), ('Bringing_It_All_Back_Home', 72, 104, 32), ('Hunky_Dory', 21, 53, 32), ('Slippery_When_Wet', 30, 62, 32), ('Superunknown', 28, 60, 32), ('Surfer_Rosa', 24, 56, 32), ('The_E.N.D.', 14, 46, 32)]
2|2a|{"date": "2010-06-18", "tagClass": "Song"}|[('God_Bless_America', 66, 131, 65), ('Danny_Boy', 66, 130, 64), ('America_the_Beautiful', 72, 135, 63), ('A_Day_in_the_Life', 51, 111, 60), ('Lucy_in_the_Sky_with_Diamonds', 50, 110, 60), ('Masters_of_War', 25, 84, 59), ('Gimme_Shelter', 25, 78, 53), ('Colonel_Bogey_March', 43, 92, 49), ('Fly_Me_to_the_Moon', 27, 76, 49), ('The_Stars_and_Stripes_Forever', 60, 108, 48), ('Sinner_Man', 68, 23, 45), ('This_Land_Is_Your_Land', 43, 88, 45), ('Across_the_Universe', 25, 69, 44), ('Within_You_Without_You', 9, 53, 44), ('Another_Brick_in_the_Wall', 39, 80, 41), ('The_Lady_Is_a_Tramp', 39, 80, 41), ('Chattanooga_Choo_Choo', 21, 60, 39), ('In_the_Flesh?', 61, 22, 39), ('Rainbow_Connection', 31, 69, 38), ('California,_Here_I_Come', 12, 49, 37), ('The_Girl_from_Ipanema', 32, 69, 37), ('I_Shall_Be_Released', 9, 45, 36), ('Moon_River', 45, 81, 36), ('Stairway_to_Heaven', 68, 104, 36), ('Sympathy_for_the_Devil', 31, 66, 35), ('Bewitched,_Bothered_and_Bewildered', 35, 69, 34), ('Daisy_Bell', 28, 62, 34), ('Jai_Ho', 36, 70, 34), ('Love_Hurts', 34, 68, 34), ('Mr._Tambourine_Man', 81, 115, 34), ('With_a_Little_Help_from_My_Friends', 40, 74, 34), ('Flower_of_Scotland', 23, 56, 33), ('Got_to_Get_You_into_My_Life', 20, 53, 33), ('Theme_from_New_York,_New_York', 43, 76, 33), ('Alabama_Song', 15, 47, 32), ('Brand_New_Key', 30, 62, 32), ('Cross_Road_Blues', 27, 59, 32), ('Help_Me_Make_It_Through_the_Night', 18, 50, 32), ('The_Lonesome_Death_of_Hattie_Carroll', 35, 67, 32), ('I_Feel_for_You', 17, 48, 31), ('And_I_Love_Her', 21, 50, 29), ('I_Dreamed_a_Dream', 22, 51, 29), ('Tomorrow_Never_Knows', 26, 55, 29), ('Comfortably_Numb', 28, 56, 28), ('Frosty_the_Snowman', 40, 68, 28), ('Martha_My_Dear', 21, 49, 28), ('She_Said_She_Said', 9, 37, 28), ('Under_the_Sea', 17, 45, 28), ('I_Saw_Her_Standing_There', 34, 61, 27), ('Strangers_in_the_Night', 33, 60, 27), ('While_My_Guitar_Gently_Weeps', 25, 52, 27), ('You_Raise_Me_Up', 35, 62, 27), ('All_I_Really_Want_to_Do', 15, 41, 26), ('Here,_There_and_Everywhere', 21, 47, 26), ('Getting_Better', 18, 43, 25), ('Here_Comes_the_Sun', 44, 69, 25), ('On_the_Banks_of_the_Wabash,_Far_Away', 19, 44, 25), ('Back_in_the_U.S.S.R.', 20, 44, 24), ('Mean_Mr._Mustard', 12, 36, 24), ('Desolation_Row', 30, 53, 23), ('Draft_Dodger_Rag', 9, 32, 23), ('Green,_Green_Grass_of_Home', 17, 40, 23), ('Little_Wing', 44, 21, 23), ('Ob-La-Di,_Ob-La-Da', 19, 42, 23), ('Ramble_On', 19, 42, 23), ('Yer_Blues', 8, 31, 23), ('Bésame_Mucho', 33, 55, 22), ('Good_Day_Sunshine', 17, 39, 22), ('Happiness_Is_a_Warm_Gun', 16, 38, 22), ('How_Insensitive', 10, 32, 22), ('Simple_Gifts', 27, 49, 22), ('Spring_Is_Here', 11, 33, 22), ('The_Fool_on_the_Hill', 23, 45, 22), ('Blue_Rondo_à_la_Turk', 15, 36, 21), ('Golden_Slumbers', 13, 34, 21), ('I_Enjoy_Being_a_Girl', 11, 32, 21), ('It_Might_as_Well_Be_Spring', 13, 34, 21), ('Love_You_I_Do', 18, 39, 21), ('Seasons_in_the_Sun', 10, 31, 21), ('Some_Enchanted_Evening', 26, 47, 21), ('Taxman', 14, 35, 21), ('The_Pink_Panther_Theme', 15, 36, 21), ('Your_Mother_Should_Know', 15, 36, 21), ('All_Down_the_Line', 12, 32, 20), ('Bullet_the_Blue_Sky', 12, 32, 20), ('Glass_Onion', 14, 34, 20), ('Good_Morning_Good_Morning', 9, 29, 20), ('Make_You_Feel_My_Love', 24, 44, 20), ('Mary_Hamilton', 5, 25, 20), ('With_God_on_Our_Side', 7, 27, 20), ('All_Together_Now', 7, 26, 19), ('Gimme_Some_Truth', 8, 27, 19), ('Honey_Pie', 15, 34, 19), ('If_I_Needed_Someone', 12, 31, 19), ('Lazy_Sunday', 13, 32, 19), ('Loving_Cup', 9, 28, 19), ('Under_My_Thumb', 17, 36, 19), ('If_6_Was_9', 0, 18, 18), ('If_I_Loved_You', 19, 37, 18), ('Jungleland', 10, 28, 18)]
2|2a|{"date": "2010-06-11", "tagClass": "Person"}|[('Garry_Kasparov', 7593, 1019, 6574), ('Sergei_Eisenstein', 4242, 309, 3933), ('M._G._Ramachandran', 29, 2175, 2146), ('Dolores_del_Río', 2, 1507, 1505), ('Wolfgang_Amadeus_Mozart', 1825, 2686, 861), ('Che_Guevara', 848, 1283, 435), ('Franz_Schubert', 643, 980, 337), ('Franz_Liszt', 669, 991, 322), ('Rumi', 826, 1137, 311), ('Jesus', 464, 729, 265), ('Joseph_Haydn', 625, 888, 263), ('Juhi_Chawla', 271, 10, 261), ('Martin_Luther', 407, 620, 213), ('James_Cameron', 277, 477, 200), ('Jim_Carrey', 253, 450, 197), ('Arnold_Schoenberg', 449, 645, 196), ('Muammar_Gaddafi', 566, 748, 182), ('Ludwig_Wittgenstein', 467, 643, 176), ('Giacomo_Puccini', 197, 361, 164), ('Robert_Schumann', 196, 360, 164), ('Steven_Spielberg', 262, 426, 164), ('Igor_Stravinsky', 250, 413, 163), ('Richard_Wagner', 353, 510, 157), ('Nicolas_Cage', 192, 344, 152), ('Marilyn_Monroe', 280, 430, 150), ('Orson_Welles', 275, 425, 150), ('Robert_Redford', 162, 309, 147), ('William_Penn', 161, 305, 144), ('Michael_Moore', 159, 300, 141), ('Tom_Hanks', 201, 338, 137), ('Mohandas_Karamchand_Gandhi', 502, 637, 135), ('Howard_Stern', 160, 292, 132), ('Alfred_Hitchcock', 299, 429, 130), ('Meryl_Streep', 185, 314, 129), ('Sean_Connery', 200, 326, 126), ('Roger_II_of_Sicily', 131, 7, 124), ('Muhammad', 309, 432, 123), ('Alec_Baldwin', 149, 271, 122), ('Matt_Groening', 130, 252, 122), ('Will_Smith', 201, 323, 122), ('William_Shatner', 340, 462, 122), ('Stanley_Kubrick', 279, 400, 121), ('George_Clooney', 227, 347, 120), ('Martin_Scorsese', 267, 387, 120), ('Judi_Dench', 167, 286, 119), ('Ridley_Scott', 185, 303, 118), ('George_Frideric_Handel', 308, 425, 117), ('Richard_Strauss', 261, 378, 117), ('Charles_Lindbergh', 251, 367, 116), ('Charlton_Heston', 229, 345, 116), ('Martin_Luther_King,_Jr.', 354, 469, 115), ('Ptolemy', 214, 329, 115), ('Rupert_Murdoch', 452, 566, 114), ('Jacques_Offenbach', 142, 255, 113), ('Marlene_Dietrich', 253, 366, 113), ('Brad_Pitt', 241, 353, 112), ('Jack_Nicholson', 204, 316, 112), ('José_Ferrer', 123, 235, 112), ('Luciano_Pavarotti', 227, 338, 111), ('John_Wayne', 260, 369, 109), ('Paul_Newman', 246, 355, 109), ('W._B._Yeats', 270, 379, 109), ('Benjamin_Britten', 234, 341, 107), ('Gaetano_Donizetti', 160, 267, 107), ('Christopher_Lee', 189, 295, 106), ('George_Gershwin', 245, 350, 105), ('Harrison_Ford', 195, 300, 105), ('James_Cook', 227, 332, 105), ('Felix_Mendelssohn', 282, 386, 104), ('Matt_Damon', 202, 306, 104), ('Francis_Ford_Coppola', 177, 280, 103), ('Laurence_Olivier', 268, 370, 102), ('Quentin_Tarantino', 193, 295, 102), ('Frédéric_Chopin', 270, 371, 101), ('Mstislav_Rostropovich', 313, 212, 101), ('Gautama_Buddha', 249, 349, 100), ('Adam_Sandler', 147, 245, 98), ('Bruce_Willis', 278, 376, 98), ('Maurice_Ravel', 269, 366, 97), ('Paul_Hindemith', 151, 248, 97), ('Woody_Allen', 304, 400, 96), ('George_Lucas', 236, 331, 95), ('Gustav_Mahler', 340, 435, 95), ('Jennifer_Lopez', 206, 301, 95), ('Pyotr_Ilyich_Tchaikovsky', 290, 385, 95), ('Edward_Elgar', 243, 336, 93), ('Julie_Andrews', 256, 349, 93), ('Sergei_Prokofiev', 207, 300, 93), ('Bob_Hope', 270, 362, 92), ('Giuseppe_Garibaldi', 233, 325, 92), ('Richard_Dawkins', 409, 501, 92), ('Robert_De_Niro', 256, 348, 92), ('James_Stewart', 244, 335, 91), ('Judy_Garland', 291, 382, 91), ('James_Joyce', 394, 483, 89), ('John_Huston', 185, 274, 89), ('Angelina_Jolie', 201, 289, 88), ('Gioachino_Rossini', 184, 272, 88), ('Mel_Blanc', 129, 217, 88), ('Mel_Gibson', 207, 295, 88)]
