时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1744378554.196209334,.129,10172.6406,0,0,0,0
1744378554.730933849,.126,10198.8710,0,0,0,0
1744378555.264076763,.125,10199.2460,0,0,0,0
1744378555.799567206,.227,10214.4335,.0039,0,1,0
1744378556.336841165,.249,10235.8085,.0117,0,3,0
1744378556.874428127,.250,10256.0859,.0234,0,6,0
1744378557.413111184,.184,10277.2265,.0078,0,2,0
1744378557.946878595,.124,10297.9765,.0156,0,4,0
1744378558.479978303,.124,10318.6015,.0156,0,4,0
1744378559.015030463,.124,10340.8515,.0234,0,6,0
1744378559.549441855,.125,10363.7421,.0117,0,3,0
1744378560.083415229,.124,10384.6640,.0156,0,4,0
1744378560.616231332,.124,10405.6640,.0078,0,2,0
1744378561.149505023,.125,10426.1640,.0039,0,1,0
1744378561.683481981,.124,10447.9140,.0117,0,3,0
1744378562.216971402,.124,10468.6640,.0234,0,6,0
1744378562.748910079,.125,10489.8867,.0039,0,1,0
1744378563.282468283,.125,10511.1367,.0039,0,1,0
1744378563.815960252,.124,10532.0117,.0039,0,1,0
1744378564.349867608,.125,10553.6367,.0078,0,2,0
1744378564.883766326,.124,10575.3867,0,0,0,0
1744378565.417631751,.125,10597.2617,.0078,0,2,0
1744378565.951372523,.124,10618.2617,0,0,0,0
1744378566.484393587,.125,10639.7617,0,0,0,0
1744378567.018770402,.125,10661.1367,.0039,0,1,0
1744378567.552405822,.124,10682.8085,.0078,0,2,0
1744378568.087249786,.125,10704.1835,.0039,0,1,0
1744378568.621842756,.125,10725.5585,0,0,0,0
1744378569.155801302,.124,10746.6835,.0039,0,1,0
1744378569.689905283,.125,10768.0585,0,0,0,0
1744378570.225974186,.125,10788.9335,0,0,0,0
1744378570.758813635,.124,10810.1835,0,0,0,0
1744378571.292743603,.124,10831.5585,.0039,0,1,0
1744378571.826780041,.125,10853.5585,0,0,0,0
1744378572.360941032,.124,10877.4960,3.3242,0,851,0
1744378572.894905295,.123,10901.5390,3.1953,0,818,0
1744378573.428287880,.124,10922.1640,.0039,0,1,0
1744378573.962466253,.125,10944.1640,.0039,0,1,0
1744378574.496239448,.124,10965.5390,.0078,0,2,0
1744378575.031303546,.125,10987.1640,0,0,0,0
1744378575.569229895,.125,11009.0390,0,0,0,0
1744378576.102817674,.125,11013.5000,0,0,0,0
1744378576.638709343,.158,11013.5234,0,0,0,0
1744378577.171408528,.158,11013.6640,0,0,0,0
1744378577.709452926,.158,11013.8125,0,0,0,0
1744378578.245683611,.148,11013.8320,0,0,0,0
1744378578.781790504,.153,11013.7343,0,0,0,0
1744378579.314764446,.146,11013.7460,0,0,0,0
1744378579.847860405,.141,11013.6484,0,0,0,0
1744378580.382015636,.152,11013.6601,0,0,0,0
1744378580.916944692,.147,11013.6718,0,0,0,0
1744378581.450126458,.141,11013.6835,0,0,0,0
1744378581.988990947,.159,11013.6953,0,0,0,0
1744378582.528642909,.151,11013.7031,0,0,0,0
1744378583.060263532,.140,11013.7070,0,.5585,0,143
1744378583.596807641,.150,11013.7187,0,0,0,0
1744378584.131365200,.138,11013.7226,0,0,0,0
1744378584.667774049,.142,11013.7226,0,0,0,0
1744378585.203317899,.149,10871.4765,0,0,0,0
1744378585.738099982,.125,10564.6132,0,0,0,0
1744378586.271266195,.124,10245.6171,0,0,0,0
