时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1744377618.129163108,.096,7446.4414,0,0,0,0
1744377618.659357384,.340,7514.3984,0,0,0,0
1744377619.192411472,.372,7534.2382,.3515,0,90,0
1744377619.722967426,.212,7552.8789,16.9921,.1718,4350,44
1744377620.255696849,.307,7561.3203,6.4609,0,1654,0
1744377620.788939576,.376,7653.9062,0,0,0,0
1744377621.325736362,.374,7860.6562,0,0,0,0
1744377621.860181554,.373,8069.6601,0,0,0,0
1744377622.393976791,.376,8278.2851,0,0,0,0
1744377622.929267854,.375,8486.9101,0,0,0,0
1744377623.463116117,.364,8679.5429,0,0,0,0
1744377623.997602396,.352,8711.6796,0,0,0,0
1744377624.532025542,.361,8743.9062,0,0,0,0
1744377625.067464539,.223,7470.2539,0,0,0,0
1744377625.602443139,.299,7540.0898,0,0,0,0
1744377626.147400041,.371,7559.0898,0,0,0,0
1744377626.693354554,.376,7561.9101,0,0,0,0
1744377627.233247116,.374,7746.7851,0,0,0,0
1744377627.772145052,.375,8041.7968,0,0,0,0
1744377628.318495508,.373,8327.1445,0,0,0,0
1744377628.852919172,.376,8614.6484,0,0,0,0
1744377629.389680924,.353,8679.7578,0,0,0,0
1744377629.924056965,.353,8711.8242,0,0,0,0
