时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1744792703.697537805,.139,16054.0000,.0039,0,1,0
1744792704.227361064,.123,16054.4257,.3242,0,63,0
1744792704.757824673,.124,16054.5234,.1718,0,35,0
1744792705.288216937,.140,16054.6484,.0703,0,14,0
1744792705.819737014,.121,16055.4101,.7578,.1914,133,49
1744792706.351208434,.122,16055.9531,.5312,0,89,0
1744792706.882525018,.188,16055.9531,.0351,0,7,0
1744792707.413242443,.132,16056.0781,.1015,0,16,0
1744792707.943805579,.126,16056.0781,.0156,.0234,4,3
1744792708.473841410,.124,16056.0781,.0664,0,17,0
1744792709.005462670,.127,16056.1679,.0390,0,10,0
1744792709.536447985,.126,16056.1679,.0351,0,9,0
1744792710.067597375,.126,16056.1679,.0078,0,2,0
1744792710.599401479,.162,16056.1679,.0039,0,1,0
1744792711.184777112,.882,16056.1250,.0039,0,1,0
1744792711.744269743,.529,16056.2500,.0039,0,1,0
1744792712.275641222,.125,16056.2500,.0625,0,16,0
1744792712.806718979,.125,16057.0937,.8359,.7187,214,181
1744792713.337142761,.167,16057.0820,.0273,0,7,0
1744792713.869144493,.126,16057.2070,.0039,0,1,0
1744792714.400592762,.127,16057.2070,0,0,0,0
1744792714.931917239,.182,16057.2070,.0117,0,3,0
1744792715.462867617,.126,16057.2929,.0039,0,1,0
1744792715.993160587,.123,16058.1328,.9023,0,103,0
1744792716.525478921,.105,16062.8085,4.7109,0,568,0
1744792717.056299998,.107,16066.7968,3.9062,0,509,0
1744792717.588763711,.107,16070.6484,3.8476,0,517,0
1744792718.119309209,.108,16074.0898,3.4687,0,465,0
1744792718.652155010,.105,16078.7656,4.5312,0,624,0
1744792719.183224709,.107,16082.7695,3.9960,0,579,0
1744792719.714438238,.105,16087.0273,4.2773,0,582,0
1744792720.244399173,.112,16089.0468,1.9726,0,339,0
1744792720.776508656,.212,16090.9257,1.9609,0,279,0
1744792721.318178794,.155,16091.8085,.7617,0,97,0
1744792721.850012265,.128,16092.3632,.5820,0,76,0
1744792722.381257245,.122,16092.9882,.6132,0,92,0
1744792722.911976706,.122,16093.3203,.3945,0,55,0
1744792723.442791263,.118,16094.7226,1.4257,0,184,0
1744792723.974811367,.122,16095.3476,.5312,0,71,0
1744792724.506996911,.119,16096.4726,1.1093,0,139,0
1744792725.037090884,.117,16097.4570,1.0781,0,161,0
1744792725.567242470,.110,16099.3750,1.8632,0,296,0
1744792726.096930613,.112,16100.9843,1.6093,0,278,0
1744792726.627787447,.112,16102.6250,1.7148,0,303,0
1744792727.159367103,.254,16103.9023,1.2187,0,228,0
1744792727.690338900,.111,16105.8828,1.9804,0,351,0
1744792728.219735622,.112,16107.4218,1.5039,0,262,0
1744792728.750812188,.113,16108.5195,1.1679,0,240,0
1744792729.280863612,.114,16110.0351,1.4140,0,267,0
1744792729.812860409,.113,16111.3437,1.3554,0,261,0
1744792730.343567727,.115,16112.4023,1.0976,0,222,0
1744792730.873970106,.115,16113.8125,1.4687,0,254,0
1744792731.405952132,.116,16115.2343,1.3359,.0312,211,4
1744792731.937270093,.114,16116.5937,1.3320,0,234,0
