时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1755762962.7,0.0,1240.3516,0.0,0.0,0,0
1755762963.2,0.718,1903.5703,0.0,0.0,0,0
1755762963.7,0.724,1350.3086,0.0,0.082,0,2
1755762964.2,0.723,2157.7422,0.0,0.0859,0,18
1755762964.7,0.541,1511.4922,0.0,0.0,0,0
1755762965.2,0.794,1234.6367,0.0,0.0273,0,2
1755762965.7,0.668,1871.0234,0.0,0.0,0,0
1755762966.2,0.73,1323.2188,0.0,0.0,0,0
1755762966.7,0.733,2107.5195,0.0,0.0,0,0
1755762967.2,0.564,1481.9453,0.0,0.0,0,0
1755762967.7,0.816,1756.9688,0.0,0.0,0,0
1755762968.2,0.625,1833.3516,0.0,0.0547,0,2
1755762968.7,0.745,1295.1406,0.0,0.0,0,0
1755762969.2,0.723,2076.9453,0.0,0.0156,0,2
1755762969.7,0.612,1454.293,0.0,0.0,3,0
1755762970.2,0.82,1931.1367,0.0,0.0,0,0
1755762970.7,0.583,1793.3828,0.0,0.3242,0,28
