时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1755762945.7,0.5,1237.4062,0.0,0.0,0,0
1755762946.2,0.733,1913.0938,0.0,0.0703,0,2
1755762946.7,0.718,1353.9609,0.0,0.0,0,0
1755762947.2,0.734,2163.1172,0.0,0.0,0,0
1755762947.7,0.533,1502.8359,0.0,0.0,0,0
1755762948.2,0.805,1354.3047,0.0,0.0469,0,4
1755762948.7,0.628,1825.1719,0.0,0.0,0,0
1755762949.2,0.74,1295.8242,0.0,0.0,0,0
1755762949.7,0.679,2012.9375,0.0,0.0,3,0
1755762950.2,0.657,1417.3906,0.0,0.0,0,0
1755762950.7,0.793,2176.0977,0.0,0.3203,0,28
1755762951.2,0.53,1620.6562,0.0,0.0,0,0
1755762951.7,0.754,1247.2773,0.0,0.1133,0,7
1755762952.2,0.728,1925.5234,0.0,0.0,0,0
1755762952.7,0.705,1366.3555,0.0,0.0,0,0
1755762953.2,0.695,2165.668,0.0,0.0,0,0
1755762953.7,0.528,1510.8047,0.0,0.0391,0,2
