时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1744378428.915617451,.135,9616.8867,0,0,0,0
1744378429.442250075,.205,9666.9648,0,0,0,0
1744378429.973662922,.375,9667.2812,0,0,0,0
1744378430.512412930,.372,9667.2812,0,0,0,0
1744378431.043528366,.375,9667.2812,0,0,0,0
1744378431.575165637,.139,9617.1406,0,0,0,0
1744378432.103734010,.124,9617.1406,0,0,0,0
1744378432.630856364,.125,9617.1250,0,0,0,0
1744378433.159925689,.124,9617.1250,0,0,0,0
1744378433.689187860,.124,9617.1250,0,0,0,0
1744378434.219037480,.125,9617.1250,0,0,0,0
1744378434.747715457,.124,9617.1250,0,0,0,0
1744378435.275998448,.124,9617.1250,0,0,0,0
1744378435.804371330,.124,9617.1250,0,0,0,0
1744378436.333404482,.125,9617.2500,.1015,0,11,0
1744378436.863317697,.120,9617.4453,.4531,0,41,0
1744378437.394158676,.333,9667.8320,0,0,0,0
1744378437.924133288,.373,9667.8320,0,0,0,0
1744378438.453551787,.376,9668.8164,0,0,0,0
1744378438.981861846,.131,9617.6992,0,0,0,0
1744378439.513190877,.124,9617.6992,0,0,0,0
1744378440.040964068,.126,9617.6992,0,0,0,0
1744378440.568816120,.124,9617.6992,0,0,0,0
1744378441.097667840,.125,9617.6757,0,0,0,0
1744378441.628112035,.124,9617.6757,0,0,0,0
