时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1772695923.6,0.0,21287.0156,0.0,0.0,0,0
1772695924.1,0.438,24594.1484,0.0,0.0,0,0
1772695924.6,0.214,21683.4258,0.0,0.0078,0,2
1772695925.1,0.351,24102.9336,0.0,0.0,0,0
1772695925.6,0.298,22097.7148,0.0,0.0,0,0
1772695926.1,0.235,23001.6719,0.0,0.0,0,0
1772695926.6,0.417,23429.3086,0.0,0.1484,0,19
1772695927.1,0.202,22411.1406,0.0,0.0,0,0
1772695927.6,0.473,24402.6523,0.0,0.0,0,0
1772695928.1,0.087,21592.2422,0.0,0.0,0,0
1772695928.6,0.433,24337.4336,0.0,0.0312,0,10
1772695929.1,0.146,21050.1211,0.0,0.0,0,0
1772695929.6,0.383,24075.0234,0.0,0.0,0,0
1772695930.1,0.261,22338.0664,0.0,0.0,0,0
1772695930.6,0.267,23845.8828,0.0,0.0,0,0
1772695931.1,0.39,23376.5078,0.0,0.0,0,0
1772695931.6,0.248,23209.9453,0.0,0.0156,0,2
1772695932.1,0.403,24897.6797,0.0,0.0156,0,4
1772695932.6,0.102,22202.5078,0.0,0.0,0,0
1772695933.1,0.539,24730.7031,0.0,0.0,0,0
1772695933.6,0.06,21420.9531,0.0,0.0,0,0
1772695934.1,0.466,25002.9922,0.0,0.0,0,0
1772695934.6,0.183,22022.4023,0.0,0.0,0,0
