时间戳,CPU利用率,物理内存使用量(MB),磁盘读取(MB),磁盘写入(MB),磁盘读取次数,磁盘写入次数
1755762097.8,0.0,1275.9336,0.0,0.0,0,0
1755762098.3,0.952,2797.2969,0.0,0.1016,0,15
1755762098.8,0.993,4071.5703,0.0,0.0,0,0
1755762099.3,0.925,4417.5703,0.0,0.0,0,0
1755762099.8,0.988,4547.5,0.0,0.0,3,0
1755762100.3,0.588,4628.4648,0.0,0.3203,0,28
1755762100.8,0.214,4624.5273,0.0,0.0,0,0
1755762101.3,0.132,4535.918,0.0,0.0,0,0
1755762101.8,0.376,1678.0391,0.0,0.0703,0,3
1755762102.3,0.962,3078.5195,0.0,0.0,0,0
1755762102.8,0.97,4271.3398,0.0,0.0,0,0
1755762103.3,0.965,4522.6016,0.0,0.0586,0,11
1755762103.8,0.992,4604.0586,0.0,0.1211,0,7
1755762104.3,0.307,4483.1016,0.0,0.0,0,0
1755762104.8,0.137,4473.8672,0.0,0.0,0,0
1755762105.3,0.125,3209.1992,0.0,0.0273,0,2
1755762105.8,0.624,2279.9453,0.0,0.0,0,0
1755762106.3,0.982,3598.2695,0.0,0.0,0,0
1755762106.8,0.945,4390.4453,0.0,0.0156,0,2
1755762107.3,0.98,4553.6055,0.0,0.0,0,0
1755762107.8,0.857,4596.1758,0.0,0.0,0,0
1755762108.3,0.249,4598.6367,0.0,0.0,0,0
1755762108.8,0.25,4531.9102,0.0,0.0391,0,9
1755762109.3,0.19,1659.9414,0.0,0.0586,0,2
1755762109.8,0.837,2704.1875,0.0,0.0,3,0
1755762110.3,0.947,3810.6211,0.0,0.3086,0,28
1755762110.8,0.936,4478.2734,0.0,0.0,0,0
1755762111.3,0.997,4584.582,0.0,0.0,0,0
1755762111.8,0.706,4588.9766,0.0,0.0508,0,5
1755762112.3,0.249,4458.6484,0.0,0.0,0,0
1755762112.8,0.254,4446.1016,0.0,0.0,0,0
1755762113.3,0.251,1380.1445,0.0,0.0,0,0
1755762113.8,0.98,3015.4375,0.0,0.0,0,0
1755762114.3,0.992,4238.2773,0.0,0.0625,0,13
1755762114.8,0.948,4434.6602,0.0,0.1289,0,7
1755762115.3,0.998,4563.3594,0.0,0.0273,0,2
1755762115.8,0.351,4598.5508,0.0,0.0,0,0
1755762116.3,0.138,4594.6133,0.0,0.0,0,0
1755762116.8,0.127,4026.0352,0.0,0.0039,0,1
1755762117.3,0.501,1992.6523,0.0,0.0156,0,2
1755762117.8,0.982,3411.1328,0.0,0.0,0,0
1755762118.3,0.943,4344.3164,0.0,0.0,0,0
1755762118.8,0.99,4574.168,0.0,0.0,0,0
1755762119.4,0.978,4573.4258,0.0,0.0,3,0
1755762119.9,0.135,4566.0391,0.0,0.0469,0,11
1755762120.4,0.233,4518.6016,0.0,0.375,0,30
1755762120.9,0.208,2283.8164,0.0,0.0,0,0
1755762121.4,0.713,2431.5977,0.0,0.0,0,0
1755762121.9,0.962,3635.457,0.0,0.0,0,0
1755762122.4,0.95,4372.9961,0.0,0.043,0,3
1755762122.9,0.993,4497.7617,0.0,0.0,0,0
1755762123.4,0.783,4603.3281,0.0,0.0,0,0
1755762123.9,0.14,4604.5586,0.0,0.0,0,0
1755762124.4,0.127,4604.5586,0.0,0.0,0,0
1755762124.9,0.143,1276.1289,0.0,0.0273,0,2
1755762125.4,0.975,2860.4102,0.0,0.0664,0,13
1755762125.9,0.993,4098.7539,0.0,0.168,0,9
1755762126.4,0.942,4429.0078,0.0,0.0,0,0
1755762126.9,0.985,4563.6211,0.0,0.0,0,0
1755762127.4,0.509,4536.0156,0.0,0.0703,0,13
1755762127.9,0.187,4466.8828,0.0,0.0,0,0
1755762128.4,0.253,4438.3359,0.0,0.0,0,0
1755762128.9,0.436,1884.3633,0.0,0.0078,0,2
1755762129.4,0.98,3316.8789,0.0,0.0,3,0
1755762129.9,0.958,4319.2031,0.0,0.0,0,0
1755762130.4,0.962,4536.6836,0.0,0.3555,0,28
1755762130.9,0.99,4619.4531,0.0,0.0,0,0
1755762131.4,0.317,4566.7617,0.0,0.1055,0,25
1755762131.9,0.254,4492.6523,0.0,0.0,0,0
1755762132.4,0.214,2838.4141,0.0,0.0078,0,2
1755762132.9,0.661,2316.1562,0.0,0.0469,0,2
1755762133.4,0.98,3587.9648,0.0,0.0039,0,1
1755762133.9,0.96,4389.4922,0.0,0.0,0,0
1755762134.4,0.988,4608.2695,0.0,0.0,0,0
1755762134.9,0.81,4668.3164,0.0,0.0,0,0
1755762135.4,0.145,4627.457,0.0,0.0273,0,2
1755762135.9,0.256,4546.7383,0.0,0.1094,0,6
